213,212000,-360431,-1833
214,213000,-350647,-1763
215,214000,-291617,-1447
216,215000,-191630,-927
217,216000,-64729,-276
218,217000,71263,412
219,218000,197247,1043
220,219000,295527,1528
221,220000,352301,1798
222,221000,359597,1815
223,222000,316388,1578
224,223000,228742,1118
225,224000,108970,502
226,225000,-26104,-184
227,226000,-157513,-845
228,227000,-266801,-1387
229,228000,-338617,-1735
230,229000,-362875,-1838
231,230000,-336168,-1684
232,231000,-262247,-1293
233,232000,-151495,-720
234,233000,-19466,-46
235,234000,115298,633
236,235000,233868,1225
237,236000,319592,1644
238,237000,360430,1833
239,238000,350647,1763
240,239000,291617,1447
241,240000,191630,927
242,241000,64728,276
243,242000,-71263,-412
244,243000,-197246,-1043
245,244000,-295527,-1528
246,245000,-352302,-1798
247,246000,-359597,-1815
248,247000,-316387,-1578
249,248000,-228742,-1118
250,249000,-108971,-502
251,250000,26104,184
252,251000,157514,845
253,252000,266802,1387
254,253000,338617,1735
255,254000,362875,1838
256,255000,336168,1684
257,256000,262248,1293
258,257000,151495,720
259,258000,19465,46
260,259000,-115298,-633
261,260000,-233868,-1225
262,261000,-319592,-1644
263,262000,-360431,-1833
264,263000,-350648,-1763
265,264000,-291617,-1447
266,265000,-191629,-927
267,266000,-64728,-276
268,267000,71263,412
269,268000,197246,1043
270,269000,295527,1528
271,270000,352302,1798
272,271000,359597,1815
273,272000,316387,1578
274,273000,228742,1118
275,274000,108971,502
276,275000,-26104,-184
277,276000,-157514,-845
278,277000,-266801,-1387
279,278000,-338617,-1735
280,279000,-362875,-1838
281,280000,-336168,-1684
282,281000,-262248,-1293
283,282000,-151495,-720
284,283000,-19465,-46
285,284000,115297,633
286,285000,233868,1225
287,286000,319592,1644
288,287000,360431,1833
289,288000,350648,1763
290,289000,291617,1447
291,290000,191630,927
292,291000,64729,276
293,292000,-71263,-412
294,293000,-197246,-1043
295,294000,-295527,-1528
296,295000,-352302,-1798
297,296000,-359597,-1815
298,297000,-316387,-1578
299,298000,-228743,-1118
300,299000,-108971,-502
301,300000,26104,184
302,301000,157514,845
303,302000,266801,1387
304,303000,338617,1735
305,304000,362875,1838
306,305000,336168,1684
307,306000,262247,1293
308,307000,151495,720
309,308000,19465,46
310,309000,-115297,-633
311,310000,-233868,-1225
312,311000,-319592,-1644
313,312000,-360431,-1833
314,313000,-350647,-1763
315,314000,-291617,-1447
316,315000,-191630,-927
317,316000,-64729,-276
318,317000,71263,412
319,318000,197246,1043
320,319000,295527,1528
321,320000,352302,1798
322,321000,359597,1815
323,322000,316388,1578
324,323000,228742,1118
325,324000,108971,502
326,325000,-26104,-184
327,326000,-157514,-845
328,327000,-266801,-1387
329,328000,-338617,-1735
330,329000,-362875,-1838
331,330000,-336168,-1684
332,331000,-262247,-1293
333,332000,-151495,-720
334,333000,-19465,-46
335,334000,115298,633
336,335000,233868,1225
337,336000,319592,1644
338,337000,360430,1833
339,338000,350647,1763
340,339000,291617,1447
341,340000,191630,927
342,341000,64728,276
343,342000,-71263,-412
344,343000,-197246,-1043
345,344000,-295527,-1528
346,345000,-352302,-1798
347,346000,-359597,-1815
348,347000,-316387,-1578
349,348000,-228742,-1118
350,349000,-108971,-502
351,350000,26104,184
352,351000,157514,845
353,352000,266801,1387
354,353000,338617,1735
355,354000,362875,1838
356,355000,336168,1684
357,356000,262248,1293
358,357000,151495,720
359,358000,19465,46
360,359000,-115298,-633
361,360000,-233868,-1225
362,361000,-319592,-1644
363,362000,-360431,-1833
364,363000,-350648,-1763
365,364000,-291617,-1447
366,365000,-191630,-927
367,366000,-64728,-276
368,367000,71263,412
369,368000,197246,1043
370,369000,295527,1528
371,370000,352302,1798
372,371000,359597,1815
373,372000,316387,1578
374,373000,228742,1118
375,374000,108971,502
376,375000,-26104,-184
377,376000,-157514,-845
378,377000,-266801,-1387
379,378000,-338617,-1735
380,379000,-362875,-1838
381,380000,-336168,-1684
382,381000,-262248,-1293
383,382000,-151495,-720
384,383000,-19465,-46
385,384000,115297,633
386,385000,233868,1225
387,386000,319592,1644
388,387000,360431,1833
389,388000,350648,1763
390,389000,291617,1447
391,390000,191630,927
392,391000,64728,276
393,392000,-71263,-412
394,393000,-197246,-1043
395,394000,-295527,-1528
396,395000,-352302,-1798
397,396000,-359597,-1815
398,397000,-316387,-1578
399,398000,-228742,-1118
400,399000,-108971,-502
401,400000,26104,184
402,401000,157514,845
403,402000,266801,1387
404,403000,338617,1735
405,404000,362875,1838
406,405000,336168,1684
407,406000,262248,1293
408,407000,151495,720
409,408000,19465,46
410,409000,-115297,-633
411,410000,-233868,-1225
412,411000,-319592,-1644
413,412000,-360431,-1833
414,413000,-350647,-1763
415,414000,-291617,-1447
416,415000,-191630,-927
417,416000,-64728,-276
418,417000,71263,412
419,418000,197246,1043
420,419000,295527,1528
421,420000,352302,1798
422,421000,359597,1815
423,422000,316387,1578
424,423000,228742,1118
425,424000,108971,502
426,425000,-26104,-184
427,426000,-157514,-845
428,427000,-266801,-1387
429,428000,-338617,-1735
430,429000,-362875,-1838
431,430000,-336168,-1684
432,431000,-262248,-1293
433,432000,-151495,-720
434,433000,-19465,-46
435,434000,115297,633
436,435000,233868,1225
437,436000,319592,1644
438,437000,360431,1833
439,438000,350647,1763
440,439000,291617,1447
441,440000,191630,927
442,441000,64728,276
443,442000,-71263,-412
444,443000,-197246,-1043
445,444000,-295527,-1528
446,445000,-352302,-1798
447,446000,-359597,-1815
448,447000,-316387,-1578
449,448000,-228742,-1118
450,449000,-108971,-502
451,450000,26104,184
452,451000,157514,845
453,452000,266801,1387
454,453000,338617,1735
455,454000,362875,1838
456,455000,336168,1684
457,456000,262248,1293
458,457000,151495,720
459,458000,19465,46
460,459000,-115298,-633
461,460000,-233868,-1225
462,461000,-319592,-1644
463,462000,-360431,-1833
464,463000,-350648,-1763
465,464000,-291617,-1447
466,465000,-191630,-927
467,466000,-64728,-276
468,467000,71263,412
469,468000,197246,1043
470,469000,295527,1528
471,470000,352302,1798
472,471000,359597,1815
473,472000,316387,1578
474,473000,228742,1118
475,474000,108971,502
476,475000,-26104,-184
477,476000,-157514,-845
478,477000,-266801,-1387
479,478000,-338617,-1735
480,479000,-362875,-1838
481,480000,-336168,-1684
482,481000,-262248,-1293
483,482000,-151495,-720
484,483000,-19465,-46
485,484000,115297,633
486,485000,233868,1225
487,486000,319592,1644
488,487000,360431,1833
489,488000,350648,1763
490,489000,291617,1447
491,490000,191630,927
492,491000,64728,276
493,492000,-71263,-412
