sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
136,67500,500,1972,2037,1811,1883,1.601000,1.661000,0,0
137,68000,500,2092,1969,1927,1817,1.700000,1.604000,0,0
138,68500,500,2213,1896,2055,1744,1.799000,1.549000,0,0
139,69000,500,2330,1835,2171,1683,1.889000,1.497000,0,0
140,69500,500,2432,1781,2267,1631,1.970000,1.456000,0,0
141,70000,500,2521,1739,2357,1589,2.042000,1.424000,0,0
142,70500,500,2590,1703,2426,1553,2.096000,1.392000,0,0
143,71000,500,2643,1677,2480,1521,2.138000,1.369000,0,0
144,71500,500,2678,1660,2513,1506,2.166000,1.355000,0,0
145,72000,500,2689,1668,2524,1518,2.175000,1.363000,0,0
146,72500,500,2677,1689,2513,1535,2.165000,1.379000,0,0
147,73000,500,2643,1723,2479,1575,2.138000,1.411000,0,0
148,73500,500,2584,1762,2419,1613,2.092000,1.442000,0,0
149,74000,500,2506,1807,2343,1655,2.031000,1.479000,0,0
150,74500,500,2413,1866,2253,1713,1.959000,1.522000,0,0
151,75000,500,2310,1938,2149,1783,1.872000,1.581000,0,0
152,75500,500,2199,2009,2037,1857,1.781000,1.638000,0,0
153,76000,500,2084,2083,1924,1930,1.690000,1.697000,0,0
154,76500,500,1962,2151,1803,1998,1.595000,1.752000,0,0
155,77000,500,1841,2218,1682,2066,1.498000,1.806000,0,0
156,77500,500,1729,2277,1571,2126,1.410000,1.855000,0,0
157,78000,500,1631,2329,1472,2177,1.328000,1.894000,0,0
158,78500,500,1549,2368,1392,2215,1.263000,1.926000,0,0
159,79000,500,1484,2400,1326,2246,1.209000,1.952000,0,0
160,79500,500,1438,2425,1280,2272,1.171000,1.972000,0,0
161,80000,500,1410,2432,1250,2279,1.151000,1.977000,0,0
162,80500,500,1408,2423,1250,2271,1.147000,1.972000,0,0
163,81000,500,1427,2394,1267,2242,1.164000,1.947000,0,0
164,81500,500,1470,2361,1310,2209,1.200000,1.922000,0,0
165,82000,500,1535,2321,1377,2171,1.250000,1.889000,0,0
166,82500,500,1618,2268,1458,2116,1.317000,1.848000,0,0
167,83000,500,1715,2207,1563,2058,1.397000,1.802000,0,0
168,83500,500,1821,2136,1657,1984,1.483000,1.740000,0,0
169,84000,500,1933,2063,1776,1913,1.569000,1.682000,0,0
170,84500,500,2052,1993,1891,1840,1.667000,1.624000,0,0
171,85000,500,2172,2072,2011,1920,1.761000,1.688000,0,0
172,85500,500,2268,2015,2110,1866,1.841000,1.641000,0,0
173,86000,500,2366,2074,2203,1921,1.918000,1.690000,0,0
174,86500,500,2469,2115,2307,1965,2.000000,1.723000,0,0
175,87000,500,2524,2225,2352,2077,2.044000,1.814000,0,0
176,87500,500,2577,2318,2415,2165,2.088000,1.887000,0,0
177,88000,500,2616,2412,2450,2256,2.115000,1.960000,0,0
178,88500,500,2629,2548,2463,2400,2.126000,2.071000,0,0
179,89000,500,2623,2656,2458,2503,2.122000,2.157000,0,0
180,89500,500,2604,2760,2446,2611,2.109000,2.244000,0,0
181,90000,500,2561,2856,2399,2706,2.075000,2.321000,0,0
182,90500,500,2500,2962,2338,2813,2.029000,2.410000,0,0
183,91000,500,2421,3050,2257,2903,1.963000,2.477000,0,0
184,91500,500,2333,3119,2173,2978,1.893000,2.527000,0,0
185,92000,500,2238,3146,2079,3008,1.819000,2.548000,0,0
186,92500,500,2137,3174,1978,3038,1.733000,2.569000,0,0
187,93000,500,2030,3150,1876,3010,1.649000,2.551000,0,0
188,93500,500,1921,3116,1762,2976,1.562000,2.524000,0,0
189,94000,500,1814,3039,1654,2895,1.483000,2.471000,0,0
190,94500,500,1720,2967,1568,2817,1.404000,2.411000,0,0
191,95000,500,1637,2852,1477,2702,1.332000,2.320000,0,0
192,95500,500,1570,2736,1411,2586,1.280000,2.225000,0,0
193,96000,500,1518,2590,1359,2437,1.238000,2.105000,0,0
194,96500,500,1479,2452,1321,2300,1.205000,1.993000,0,0
195,97000,500,1465,2290,1306,2139,1.193000,1.865000,0,0
196,97500,500,1472,2142,1313,1989,1.201000,1.744000,0,0
197,98000,500,1494,2037,1333,1882,1.218000,1.660000,0,0
198,98500,500,1542,1944,1383,1791,1.256000,1.586000,0,0
199,99000,500,1615,1831,1455,1680,1.317000,1.495000,0,0
200,99500,500,1701,1729,1535,1582,1.379000,1.416000,0,0
201,100000,500,1794,1660,1639,1507,1.461000,1.354000,0,0
202,100500,500,1892,1636,1732,1484,1.538000,1.337000,0,0
203,101000,500,1994,1617,1838,1462,1.620000,1.321000,0,0
204,101500,500,2107,1614,1943,1459,1.710000,1.315000,0,0
205,102000,500,2220,1647,2063,1493,1.805000,1.343000,0,0
206,102500,500,2325,1718,2163,1568,1.888000,1.407000,0,0
207,103000,500,2414,1803,2254,1652,1.958000,1.471000,0,0
208,103500,500,2490,1886,2326,1735,2.015000,1.540000,0,0
209,104000,500,2559,1950,2395,1798,2.074000,1.591000,0,0
210,104500,500,2606,2057,2441,1904,2.110000,1.677000,0,0
211,105000,500,2634,2202,2471,2054,2.131000,1.797000,0,0
212,105500,500,2637,2337,2471,2187,2.136000,1.903000,0,0
213,106000,500,2622,2450,2455,2304,2.120000,1.993000,0,0
214,106500,500,2589,2556,2423,2406,2.094000,2.076000,0,0
215,107000,500,2535,2679,2383,2523,2.054000,2.176000,0,0
216,107500,500,2461,2779,2303,2626,1.997000,2.261000,0,0
217,108000,500,2372,2855,2212,2704,1.923000,2.320000,0,0
218,108500,500,2276,2901,2113,2751,1.845000,2.359000,0,0
219,109000,500,2179,2932,2015,2783,1.765000,2.384000,0,0
220,109500,500,2075,2940,1915,2793,1.684000,2.391000,0,0
221,110000,500,1961,2916,1799,2767,1.595000,2.370000,0,0
222,110500,500,1847,2867,1689,2717,1.503000,2.329000,0,0
223,111000,500,1745,2793,1589,2640,1.425000,2.269000,0,0
224,111500,500,1660,2694,1502,2539,1.350000,2.187000,0,0
225,112000,500,1592,2579,1433,2427,1.297000,2.097000,0,0
226,112500,500,1533,2446,1375,2291,1.250000,1.989000,0,0
227,113000,500,1488,2311,1328,2160,1.213000,1.882000,0,0
228,113500,500,1463,2168,1302,2013,1.190000,1.764000,0,0
229,114000,500,1461,2046,1300,1894,1.189000,1.668000,0,0
230,114500,500,1480,1927,1322,1776,1.206000,1.571000,0,0
231,115000,500,1524,1806,1373,1657,1.240000,1.475000,0,0
232,115500,500,1585,1689,1425,1535,1.291000,1.379000,0,0
233,116000,500,1665,1595,1505,1442,1.359000,1.303000,0,0
234,116500,500,1754,1523,1598,1370,1.430000,1.242000,0,0
235,117000,500,1851,1471,1694,1317,1.506000,1.201000,0,0
236,117500,500,1954,1435,1795,1280,1.588000,1.172000,0,0
237,118000,500,2064,1435,1903,1280,1.676000,1.173000,0,0
238,118500,500,2177,1462,2015,1307,1.773000,1.197000,0,0
239,119000,500,2286,1518,2127,1361,1.855000,1.238000,0,0
240,119500,500,2381,1594,2221,1441,1.931000,1.303000,0,0
241,120000,500,2463,1692,2301,1535,1.994000,1.379000,0,0
242,120500,500,2530,1804,2368,1653,2.049000,1.473000,0,0
243,121000,500,2588,1913,2426,1761,2.096000,1.562000,0,0
244,121500,500,2628,2022,2463,1871,2.126000,1.649000,0,0
245,122000,500,2642,2149,2478,1998,2.138000,1.752000,0,0
246,122500,500,2632,2290,2465,2139,2.130000,1.868000,0,0
