sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V
964,481499,500,2477,2040,2316,1889,2.007000,1.662000
965,481999,500,2437,2040,2275,1891,1.975000,1.665000
966,482499,500,2385,2036,2226,1884,1.934000,1.662000
967,482999,500,2325,2040,2164,1888,1.885000,1.663000
968,483499,500,2249,2032,2093,1879,1.827000,1.656000
969,483999,500,2164,2032,2007,1879,1.756000,1.656000
970,484499,500,2081,2036,1921,1883,1.690000,1.661000
971,484999,500,1997,2032,1840,1882,1.625000,1.656000
972,485499,500,1909,2040,1749,1890,1.553000,1.664000
973,485999,500,1824,2036,1669,1886,1.486000,1.660000
974,486499,500,1745,2036,1594,1885,1.424000,1.662000
975,486999,500,1692,2032,1534,1878,1.377000,1.657000
976,487499,500,1654,2028,1494,1878,1.345000,1.652000
977,487999,500,1627,2036,1471,1886,1.326000,1.661000
978,488499,500,1605,2036,1452,1885,1.309000,1.661000
979,488999,500,1600,2032,1440,1879,1.305000,1.657000
980,489499,500,1617,2040,1462,1889,1.317000,1.663000
981,489999,500,1657,2032,1495,1879,1.348000,1.655000
982,490499,500,1706,2036,1535,1884,1.379000,1.661000
983,490999,500,1766,2036,1612,1885,1.440000,1.661000
984,491499,500,1834,2036,1678,1886,1.494000,1.661000
985,491999,500,1916,2032,1758,1878,1.559000,1.658000
986,492499,500,2000,2040,1841,1889,1.625000,1.664000
987,492999,500,2084,2028,1926,1874,1.694000,1.653000
988,493499,500,2166,2016,2007,1866,1.759000,1.643000
989,493999,500,2254,2028,2096,1878,1.831000,1.653000
990,494499,500,2333,2032,2175,1882,1.893000,1.656000
991,494999,500,2402,2020,2241,1870,1.947000,1.649000
992,495499,500,2444,2048,2283,1899,1.984000,1.671000
993,495999,500,2474,2040,2313,1888,2.004000,1.664000
994,496499,500,2496,2040,2334,1889,2.022000,1.663000
995,496999,500,2507,2028,2347,1873,2.034000,1.653000
996,497499,500,2499,2040,2335,1888,2.024000,1.663000
997,497999,500,2469,2036,2306,1883,2.001000,1.660000
998,498499,500,2421,2040,2257,1889,1.965000,1.664000
999,498999,500,2364,2024,2203,1872,1.918000,1.650000
1000,499499,500,2295,2036,2135,1887,1.862000,1.661000
1001,499999,500,2218,2032,2062,1879,1.804000,1.656000
1002,500499,500,2131,2024,1971,1872,1.730000,1.650000
1003,500999,500,2043,2036,1886,1886,1.659000,1.662000
1004,501499,500,1957,2036,1798,1887,1.590000,1.659000
1005,501999,500,1868,2040,1714,1888,1.521000,1.665000
1006,502499,500,1781,2036,1625,1885,1.453000,1.661000
1007,502999,500,1702,2036,1535,1885,1.379000,1.661000
1008,503499,500,1641,2032,1486,1879,1.338000,1.656000
1009,503999,500,1605,2032,1449,1878,1.308000,1.657000
1010,504499,500,1578,2040,1421,1888,1.289000,1.666000
1011,504999,500,1559,2036,1401,1885,1.272000,1.659000
1012,505499,500,1553,2032,1394,1879,1.264000,1.656000
1013,505999,500,1567,2032,1408,1878,1.278000,1.656000
1014,506499,500,1606,2032,1450,1881,1.309000,1.657000
1015,506999,500,1657,2032,1498,1879,1.343000,1.658000
1016,507499,500,1720,2040,1566,1890,1.405000,1.665000
1017,507999,500,1792,2032,1635,1879,1.461000,1.658000
1018,508499,500,1874,2032,1716,1881,1.524000,1.656000
1019,508999,500,1964,2040,1806,1888,1.598000,1.662000
1020,509499,500,2054,2036,1898,1885,1.674000,1.661000
1021,509999,500,2141,2028,1980,1874,1.740000,1.652000
1022,510499,500,2233,2028,2077,1873,1.815000,1.655000
1023,510999,500,2320,2032,2160,1879,1.881000,1.657000
1024,511499,500,2397,2044,2237,1894,1.944000,1.668000
1025,511999,500,2449,2036,2288,1884,1.985000,1.661000
1026,512499,500,2485,2036,2320,1883,2.012000,1.661000
1027,512999,500,2511,2032,2351,1880,2.037000,1.656000
1028,513499,500,2531,2036,2369,1885,2.051000,1.661000
1029,513999,500,2532,2032,2369,1879,2.051000,1.655000
1030,514499,500,2512,2032,2352,1878,2.036000,1.656000
1031,514999,500,2469,2032,2305,1879,2.001000,1.656000
1032,515499,500,2418,2028,2256,1875,1.960000,1.650000
1033,515999,500,2354,2032,2193,1883,1.911000,1.657000
1034,516499,500,2283,2040,2127,1889,1.855000,1.663000
1035,516999,500,2197,2028,2034,1875,1.780000,1.653000
1036,517499,500,2111,2032,1951,1881,1.715000,1.656000
1037,517999,500,2024,2036,1865,1883,1.645000,1.661000
1038,518499,500,1939,2036,1781,1885,1.574000,1.660000
1039,518999,500,1850,2032,1693,1879,1.507000,1.656000
1040,519499,500,1768,2036,1613,1885,1.441000,1.660000
1041,519999,500,1698,2036,1535,1883,1.379000,1.661000
1042,520499,500,1654,2036,1493,1885,1.346000,1.661000
1043,520999,500,1623,2036,1465,1885,1.323000,1.661000
1044,521499,500,1599,2036,1443,1885,1.305000,1.661000
1045,521999,500,1584,2040,1425,1889,1.294000,1.665000
1046,522499,500,1589,2036,1431,1886,1.296000,1.659000
1047,522999,500,1616,2044,1461,1892,1.317000,1.666000
1048,523499,500,1660,2040,1501,1889,1.351000,1.662000
1049,523999,500,1714,2036,1558,1885,1.398000,1.659000
1050,524499,500,1778,2040,1621,1888,1.448000,1.665000
1051,524999,500,1852,2036,1695,1884,1.508000,1.661000
1052,525499,500,1933,2036,1776,1885,1.570000,1.659000
1053,525999,500,2016,2036,1861,1884,1.638000,1.659000
1054,526499,500,2096,2032,1936,1880,1.702000,1.654000
1055,526999,500,2178,2028,2016,1873,1.766000,1.652000
1056,527499,500,2261,2036,2096,1884,1.833000,1.661000
1057,527999,500,2334,2028,2175,1875,1.894000,1.652000
1058,528499,500,2391,2036,2230,1883,1.939000,1.661000
1059,528999,500,2426,2032,2267,1879,1.965000,1.657000
1060,529499,500,2448,2032,2288,1878,1.985000,1.656000
1061,529999,500,2465,2024,2305,1873,1.999000,1.657000
1062,530499,500,2468,2024,2306,1872,2.001000,1.651000
1063,530999,500,2453,2028,2291,1874,1.988000,1.656000
1064,531499,500,2414,2036,2253,1883,1.958000,1.661000
1065,531999,500,2364,2036,2203,1885,1.917000,1.661000
1066,532499,500,2304,2032,2144,1882,1.871000,1.655000
1067,532999,500,2235,2040,2077,1888,1.814000,1.663000
1068,533499,500,2158,2040,1998,1889,1.752000,1.664000
1069,533999,500,2077,2036,1918,1885,1.687000,1.662000
1070,534499,500,1997,2040,1840,1891,1.624000,1.662000
1071,534999,500,1920,2036,1761,1873,1.560000,1.661000
1072,535499,500,1840,2040,1681,1890,1.496000,1.664000
1073,535999,500,1765,2032,1610,1881,1.440000,1.656000
1074,536499,500,1701,2032,1535,1881,1.379000,1.657000
1075,536999,500,1662,2036,1504,1885,1.354000,1.659000
1076,537499,500,1640,2036,1481,1886,1.337000,1.659000
1077,537999,500,1626,2036,1471,1885,1.325000,1.662000
1078,538499,500,1620,2040,1463,1889,1.313000,1.665000
1079,538999,500,1631,2040,1472,1888,1.328000,1.665000
1080,539499,500,1660,2040,1500,1889,1.353000,1.665000
1081,539999,500,1716,2032,1563,1878,1.400000,1.657000
1082,540499,500,1778,2036,1621,1886,1.452000,1.659000
1083,540999,500,1848,2032,1692,1879,1.501000,1.657000
1084,541499,500,1926,2032,1767,1881,1.568000,1.654000
1085,541999,500,2012,2032,1854,1882,1.636000,1.656000
1086,542499,500,2098,2040,1937,1889,1.704000,1.665000
1087,542999,500,2180,2040,2019,1888,1.768000,1.662000
1088,543499,500,2261,2028,2101,1875,1.835000,1.651000
1089,543999,500,2343,2028,2185,1873,1.903000,1.653000
1090,544499,500,2414,2036,2256,1887,1.958000,1.661000
1091,544999,500,2470,2032,2307,1878,2.001000,1.655000
1092,545499,500,2499,2032,2337,1878,2.025000,1.659000
1093,545999,500,2513,2036,2352,1879,2.036000,1.659000
1094,546499,500,2520,2032,2358,1879,2.047000,1.658000
1095,546999,500,2516,2032,2355,1879,2.039000,1.658000
1096,547499,500,2491,2040,2327,1888,2.017000,1.658000
1097,547999,500,2444,2032,2285,1878,1.983000,1.657000
1098,548499,500,2378,2032,2219,1879,1.931000,1.656000
1099,548999,500,2304,2040,2143,1888,1.870000,1.662000
1100,549499,500,2221,2032,2063,1878,1.805000,1.658000
1101,549999,500,2130,2036,1968,1886,1.727000,1.661000
1102,550499,500,2032,2036,1872,1884,1.651000,1.661000
1103,550999,500,1934,2032,1776,1879,1.577000,1.656000
1104,551499,500,1843,2040,1685,1886,1.499000,1.663000
1105,551999,500,1754,2032,1600,1878,1.431000,1.657000
1106,552499,500,1666,2040,1508,1889,1.356000,1.664000
1107,552999,500,1594,2036,1437,1883,1.299000,1.658000
1108,553499,500,1542,2032,1385,1881,1.259000,1.658000
1109,553999,500,1515,2036,1358,1883,1.236000,1.661000
1110,554499,500,1500,2040,1342,1889,1.223000,1.664000
1111,554999,500,1495,2040,1335,1888,1.218000,1.664000
1112,555499,500,1505,2024,1345,1871,1.226000,1.650000
1113,555999,500,1537,2032,1378,1882,1.254000,1.656000
1114,556499,500,1596,2040,1438,1887,1.300000,1.663000
1115,556999,500,1668,2032,1508,1878,1.363000,1.656000
1116,557499,500,1751,2036,1600,1885,1.429000,1.662000
1117,557999,500,1845,2032,1687,1879,1.501000,1.657000
1118,558499,500,1948,2036,1791,1883,1.585000,1.661000
1119,558999,500,2057,2032,1902,1879,1.672000,1.657000
1120,559499,500,2164,2044,2000,1894,1.753000,1.669000
1121,559999,500,2265,2040,2106,1889,1.840000,1.664000
1122,560499,500,2368,2036,2211,1887,1.922000,1.662000
1123,560999,500,2461,2036,2299,1885,1.993000,1.659000
1124,561499,500,2542,2032,2381,1881,2.060000,1.657000
1125,561999,500,2595,2036,2433,1884,2.102000,1.659000
1126,562499,500,2628,2032,2463,1879,2.126000,1.657000
1127,562999,500,2648,2036,2482,1884,2.141000,1.660000
1128,563499,500,2658,2028,2495,1872,2.150000,1.652000
1129,563999,500,2647,2028,2481,1874,2.141000,1.652000
1130,564499,500,2615,2032,2452,1884,2.115000,1.656000
1131,564999,500,2554,2032,2390,1879,2.072000,1.656000
1132,565499,500,2484,2040,2320,1888,2.011000,1.664000
1133,565999,500,2400,2036,2239,1881,1.947000,1.661000
1134,566499,500,2304,2032,2143,1877,1.871000,1.656000
1135,566999,500,2196,2028,2033,1873,1.781000,1.653000
1136,567499,500,2083,2028,1922,1877,1.693000,1.652000
1137,567999,500,1971,2024,1811,1872,1.601000,1.651000
1138,568499,500,1859,2032,1708,1879,1.512000,1.656000
1139,568999,500,1748,2044,1593,1895,1.427000,1.665000
1140,569499,500,1649,2024,1490,1872,1.342000,1.650000
1141,569999,500,1564,2036,1407,1885,1.278000,1.661000
1142,570499,500,1508,2032,1349,1879,1.225000,1.655000
1143,570999,500,1467,2040,1309,1887,1.197000,1.664000
1144,571499,500,1438,2040,1280,1889,1.173000,1.664000
1145,571999,500,1421,2044,1264,1894,1.160000,1.667000
1146,572499,500,1427,2036,1267,1885,1.161000,1.661000
1147,572999,500,1457,2040,1296,1888,1.186000,1.665000
1148,573499,500,1510,2044,1354,1891,1.230000,1.668000
1149,573999,500,1575,2040,1417,1889,1.282000,1.663000
1150,574499,500,1654,2036,1491,1883,1.346000,1.659000
1151,574999,500,1746,2036,1593,1885,1.424000,1.661000
1152,575499,500,1849,2036,1691,1885,1.504000,1.659000
1153,575999,500,1959,2036,1798,1885,1.594000,1.659000
1154,576499,500,2068,2036,1908,1883,1.679000,1.661000
1155,576999,500,2180,2036,2018,1885,1.770000,1.661000
1156,577499,500,2292,2032,2130,1889,1.857000,1.656000
1157,577999,500,2392,2032,2231,1882,1.939000,1.657000
1158,578499,500,2474,2036,2313,1883,2.001000,1.661000
1159,578999,500,2534,2040,2372,1887,2.054000,1.664000
1160,579499,500,2580,2036,2417,1883,2.089000,1.660000
1161,579999,500,2616,2032,2450,1881,2.117000,1.656000
1162,580499,500,2636,2032,2473,1877,2.134000,1.655000
1163,580999,500,2633,2032,2469,1878,2.130000,1.656000
1164,581499,500,2605,2028,2443,1875,2.112000,1.653000
1165,581999,500,2563,2044,2404,1892,2.076000,1.667000
1166,582499,500,2506,2040,2343,1889,2.034000,1.662000
1167,582999,500,2436,2036,2273,1885,1.975000,1.660000
1168,583499,500,2352,2040,2192,1889,1.909000,1.664000
1169,583999,500,2258,2024,2097,1872,1.833000,1.650000
1170,584499,500,2160,2036,2000,1885,1.753000,1.661000
1171,584999,500,2059,2036,1902,1885,1.674000,1.661000
1172,585499,500,1954,2036,1795,1887,1.589000,1.661000
1173,585999,500,1852,2040,1696,1889,1.512000,1.664000
1174,586499,500,1759,2040,1602,1889,1.435000,1.664000
1175,586999,500,1686,2036,1527,1879,1.371000,1.661000
1176,587499,500,1630,2036,1472,1887,1.327000,1.661000
1177,587999,500,1588,2032,1430,1882,1.295000,1.656000
1178,588499,500,1551,2040,1392,1887,1.263000,1.665000
1179,588999,500,1535,2048,1377,1899,1.251000,1.673000
1180,589499,500,1538,2040,1382,1890,1.253000,1.663000
1181,589999,500,1566,2040,1408,1888,1.277000,1.663000
1182,590499,500,1605,2032,1450,1879,1.311000,1.657000
1183,590999,500,1658,2028,1500,1875,1.349000,1.653000
1184,591499,500,1723,2032,1568,1881,1.407000,1.658000
1185,591999,500,1799,2040,1647,1889,1.467000,1.664000
1186,592499,500,1882,2036,1724,1886,1.532000,1.660000
1187,592999,500,1969,2032,1810,1879,1.599000,1.657000
1188,593499,500,2058,2040,1903,1898,1.676000,1.663000
1189,593999,500,2152,2032,1994,1877,1.748000,1.655000
1190,594499,500,2239,2036,2082,1886,1.819000,1.661000
1191,594999,500,2317,2040,2166,1889,1.881000,1.664000
1192,595499,500,2372,2040,2211,1892,1.926000,1.665000
1193,595999,500,2417,2028,2257,1874,1.960000,1.653000
1194,596499,500,2452,2032,2289,1879,1.989000,1.657000
1195,596999,500,2478,2036,2318,1887,2.007000,1.661000
1196,597499,500,2484,2032,2321,1878,2.015000,1.657000
1197,597999,500,2471,2028,2304,1875,2.001000,1.653000
1198,598499,500,2438,2036,2278,1886,1.977000,1.663000
1199,598999,500,2395,2036,2236,1886,1.942000,1.657000
1200,599499,500,2341,2036,2181,1886,1.900000,1.661000
1201,599999,500,2277,2040,2121,1889,1.846000,1.663000
1202,600499,500,2202,2036,2033,1886,1.785000,1.661000
1203,600999,500,2126,2040,1967,1888,1.728000,1.663000
1204,601499,500,2050,2044,1890,1892,1.665000,1.667000
1205,601999,500,1969,2036,1810,1885,1.599000,1.660000
1206,602499,500,1886,2036,1731,1884,1.533000,1.661000
1207,602999,500,1813,2036,1658,1885,1.477000,1.661000
1208,603499,500,1754,2036,1599,1883,1.431000,1.659000
1209,603999,500,1714,2036,1558,1885,1.397000,1.655000
1210,604499,500,1686,2036,1529,1886,1.371000,1.661000
1211,604999,500,1661,2040,1503,1889,1.352000,1.663000
1212,605499,500,1651,2036,1491,1885,1.341000,1.662000
1213,605999,500,1660,2040,1499,1889,1.352000,1.664000
1214,606499,500,1691,2040,1533,1889,1.375000,1.663000
1215,606999,500,1734,2048,1582,1898,1.416000,1.671000
1216,607499,500,1786,2036,1629,1883,1.457000,1.661000
1217,607999,500,1848,2032,1689,1879,1.504000,1.657000
1218,608499,500,1919,2036,1760,1883,1.561000,1.661000
1219,608999,500,1995,2032,1837,1881,1.624000,1.656000
1220,609499,500,2073,2036,1913,1885,1.686000,1.661000
1221,609999,500,2147,2040,1985,1888,1.741000,1.664000
1222,610499,500,2224,2032,2064,1879,1.806000,1.656000
1223,610999,500,2299,2036,2142,1885,1.864000,1.661000
1224,611499,500,2364,2028,2205,1874,1.917000,1.656000
1225,611999,500,2408,2040,2246,1889,1.952000,1.665000
1226,612499,500,2435,2040,2274,1890,1.972000,1.664000
1227,612999,500,2452,2028,2290,1875,1.987000,1.653000
1228,613499,500,2463,2036,2300,1882,1.994000,1.661000
1229,613999,500,2458,2028,2295,1875,1.991000,1.653000
1230,614499,500,2433,2036,2270,1884,1.972000,1.653000
1231,614999,500,2385,2040,2224,1889,1.934000,1.662000
1232,615499,500,2331,2040,2172,1889,1.891000,1.663000
1233,615999,500,2267,2032,2109,1881,1.842000,1.655000
1234,616499,500,2194,2040,2032,1889,1.778000,1.665000
1235,616999,500,2112,2036,1952,1885,1.714000,1.661000
1236,617499,500,2028,2036,1870,1883,1.648000,1.659000
1237,617999,500,1947,2040,1790,1889,1.583000,1.663000
1238,618499,500,1868,2036,1712,1884,1.521000,1.661000
1239,618999,500,1786,2040,1632,1889,1.455000,1.664000
1240,619499,500,1714,2044,1558,1893,1.397000,1.668000
1241,619999,500,1655,2036,1494,1885,1.346000,1.661000
1242,620499,500,1621,2044,1464,1891,1.319000,1.667000
1243,620999,500,1601,2044,1443,1893,1.304000,1.668000
1244,621499,500,1588,2036,1430,1885,1.294000,1.661000
1245,621999,500,1586,2036,1427,1885,1.292000,1.659000
1246,622499,500,1602,2040,1445,1890,1.306000,1.665000
1247,622999,500,1640,2044,1482,1891,1.337000,1.668000
1248,623499,500,1698,2044,1535,1893,1.379000,1.667000
1249,623999,500,1764,2024,1610,1872,1.440000,1.650000
1250,624499,500,1839,2044,1682,1887,1.498000,1.665000
1251,624999,500,1922,2040,1764,1890,1.565000,1.664000
1252,625499,500,2013,2040,1856,1888,1.635000,1.663000
1253,625999,500,2105,2040,1943,1889,1.712000,1.663000
1254,626499,500,2191,2036,2032,1883,1.779000,1.661000
1255,626999,500,2278,2044,2120,1893,1.848000,1.667000
1256,627499,500,2366,2032,2210,1882,1.918000,1.656000
1257,627999,500,2439,2040,2281,1892,1.977000,1.664000
1258,628499,500,2494,2032,2333,1880,2.020000,1.656000
1259,628999,500,2527,2036,2366,1885,2.046000,1.662000
1260,629499,500,2546,2040,2384,1889,2.063000,1.664000
1261,629999,500,2560,2032,2398,1879,2.076000,1.657000
1262,630499,500,2556,2028,2393,1874,2.071000,1.653000
1263,630999,500,2533,2036,2373,1885,2.051000,1.662000
1264,631499,500,2485,2036,2323,1884,2.012000,1.659000
1265,631999,500,2425,2044,2263,1892,1.965000,1.667000
1266,632499,500,2354,2040,2193,1891,1.908000,1.664000
1267,632999,500,2274,2028,2114,1875,1.844000,1.652000
1268,633499,500,2183,2040,2021,1889,1.770000,1.665000
1269,633999,500,2086,2036,1930,1885,1.694000,1.661000
1270,634499,500,1989,2044,1833,1895,1.617000,1.666000
1271,634999,500,1897,2040,1738,1889,1.545000,1.664000
1272,635499,500,1803,2036,1648,1885,1.470000,1.659000
1273,635999,500,1714,2036,1560,1883,1.400000,1.661000
1274,636499,500,1640,2044,1482,1893,1.334000,1.667000
1275,636999,500,1587,2036,1428,1885,1.292000,1.661000
1276,637499,500,1554,2040,1396,1887,1.266000,1.665000
1277,637999,500,1533,2036,1374,1886,1.251000,1.659000
1278,638499,500,1519,2032,1358,1881,1.240000,1.657000
1279,638999,500,1525,2044,1365,1894,1.247000,1.668000
1280,639499,500,1552,2036,1394,1883,1.265000,1.659000
1281,639999,500,1603,2040,1446,1889,1.307000,1.665000
1282,640499,500,1664,2036,1504,1886,1.353000,1.661000
1283,640999,500,1737,2032,1584,1881,1.418000,1.658000
1284,641499,500,1820,2040,1668,1890,1.483000,1.665000
1285,641999,500,1914,2040,1755,1891,1.556000,1.663000
1286,642499,500,2011,2040,1852,1888,1.634000,1.664000
1287,642999,500,2108,2036,1951,1884,1.712000,1.661000
1288,643499,500,2202,2036,2039,1883,1.783000,1.660000
1289,643999,500,2298,2040,2138,1891,1.864000,1.662000
1290,644499,500,2385,2036,2224,1885,1.931000,1.660000
1291,644999,500,2458,2040,2301,1887,1.990000,1.664000
1292,645499,500,2505,2048,2346,1899,2.029000,1.669000
1293,645999,500,2539,2040,2377,1889,2.058000,1.663000
1294,646499,500,2560,2036,2399,1884,2.073000,1.661000
1295,646999,500,2572,2040,2411,1889,2.084000,1.665000
1296,647499,500,2562,2040,2399,1888,2.076000,1.662000
1297,647999,500,2531,2032,2373,1881,2.052000,1.657000
1298,648499,500,2479,2040,2319,1890,2.009000,1.663000
1299,648999,500,2417,2032,2256,1879,1.960000,1.654000
1300,649499,500,2343,2024,2181,1872,1.904000,1.650000
1301,649999,500,2259,2040,2101,1889,1.835000,1.664000
1302,650499,500,2166,2044,2003,1894,1.755000,1.668000
1303,650999,500,2071,2032,1909,1878,1.683000,1.655000
1304,651499,500,1977,2040,1819,1890,1.604000,1.663000
1305,651999,500,1882,2040,1725,1888,1.533000,1.663000
1306,652499,500,1788,2040,1635,1889,1.457000,1.665000
1307,652999,500,1707,2032,1552,1878,1.394000,1.655000
1308,653499,500,1641,2040,1483,1887,1.337000,1.663000
1309,653999,500,1599,2044,1443,1894,1.305000,1.667000
1310,654499,500,1570,2036,1415,1885,1.280000,1.661000
1311,654999,500,1548,2040,1391,1888,1.263000,1.664000
1312,655499,500,1543,2040,1388,1889,1.259000,1.664000
1313,655999,500,1559,2036,1399,1879,1.271000,1.662000
1314,656499,500,1597,2040,1439,1887,1.302000,1.665000
1315,656999,500,1651,2040,1493,1895,1.342000,1.664000
1316,657499,500,1717,2036,1563,1885,1.401000,1.661000
1317,657999,500,1792,2044,1638,1891,1.460000,1.668000
1318,658499,500,1879,2032,1723,1880,1.528000,1.658000
1319,658999,500,1971,2032,1812,1882,1.601000,1.656000
1320,659499,500,2065,2036,1905,1883,1.676000,1.661000
1321,659999,500,2155,2036,1994,1883,1.751000,1.661000
1322,660499,500,2251,2036,2094,1886,1.829000,1.662000
1323,660999,500,2340,2044,2179,1893,1.897000,1.665000
1324,661499,500,2417,2036,2256,1887,1.960000,1.661000
1325,661999,500,2471,2032,2311,1877,2.003000,1.656000
1326,662499,500,2508,2036,2349,1885,2.034000,1.661000
1327,662999,500,2531,2040,2370,1887,2.050000,1.664000
1328,663499,500,2549,2036,2385,1886,2.065000,1.661000
1329,663999,500,2545,2036,2384,1884,2.063000,1.659000
1330,664499,500,2521,2044,2358,1893,2.042000,1.667000
1331,664999,500,2474,2032,2313,1882,2.004000,1.658000
1332,665499,500,2417,2040,2256,1889,1.960000,1.663000
1333,665999,500,2347,2028,2189,1876,1.906000,1.653000
1334,666499,500,2266,2028,2109,1876,1.841000,1.653000
1335,666999,500,2175,2036,2014,1883,1.766000,1.661000
1336,667499,500,2081,2036,1923,1886,1.690000,1.660000
1337,667999,500,1987,2040,1830,1889,1.616000,1.662000
1338,668499,500,1895,2044,1738,1892,1.542000,1.668000
1339,668999,500,1800,2040,1647,1889,1.469000,1.664000
1340,669499,500,1713,2036,1561,1883,1.396000,1.661000
1341,669999,500,1643,2040,1487,1888,1.339000,1.663000
1342,670499,500,1596,2048,1439,1898,1.301000,1.673000
1343,670999,500,1564,2040,1410,1887,1.276000,1.665000
1344,671499,500,1544,2040,1388,1890,1.259000,1.664000
1345,671999,500,1532,2044,1374,1893,1.250000,1.669000
1346,672499,500,1543,2036,1389,1886,1.259000,1.661000
1347,672999,500,1576,2040,1419,1891,1.286000,1.664000
1348,673499,500,1630,2044,1472,1895,1.336000,1.667000
1349,673999,500,1693,2040,1535,1888,1.379000,1.663000
1350,674499,500,1768,2040,1614,1889,1.442000,1.662000
1351,674999,500,1855,2036,1698,1885,1.510000,1.661000
1352,675499,500,1950,2040,1793,1888,1.585000,1.664000
1353,675999,500,2048,2040,1890,1885,1.664000,1.664000
1354,676499,500,2144,2032,1984,1881,1.738000,1.656000
1355,676999,500,2239,2032,2081,1882,1.811000,1.655000
1356,677499,500,2336,2040,2166,1889,1.895000,1.663000
1357,677999,500,2420,2040,2257,1890,1.960000,1.664000
1358,678499,500,2487,2044,2323,1893,2.015000,1.672000
1359,678999,500,2530,2036,2369,1886,2.050000,1.661000
1360,679499,500,2558,2040,2395,1889,2.071000,1.665000
1361,679999,500,2581,2036,2416,1885,2.089000,1.659000
1362,680499,500,2585,2036,2418,1885,2.092000,1.661000
1363,680999,500,2571,2028,2411,1873,2.084000,1.653000
1364,681499,500,2530,2044,2368,1894,2.051000,1.668000
1365,681999,500,2474,2040,2313,1890,2.007000,1.664000
1366,682499,500,2406,2036,2241,1887,1.951000,1.661000
1367,682999,500,2328,2036,2165,1882,1.889000,1.659000
1368,683499,500,2237,2036,2079,1886,1.816000,1.660000
1369,683999,500,2140,2032,1978,1881,1.736000,1.655000
1370,684499,500,2040,2040,1881,1889,1.656000,1.664000
1371,684999,500,1942,2044,1783,1892,1.578000,1.666000
1372,685499,500,1840,2040,1680,1889,1.497000,1.662000
1373,685999,500,1744,2036,1590,1885,1.421000,1.660000
1374,686499,500,1661,2036,1503,1886,1.353000,1.661000
1375,686999,500,1599,2032,1443,1879,1.303000,1.655000
1376,687499,500,1556,2024,1398,1872,1.268000,1.650000
1377,687999,500,1526,2048,1367,1898,1.243000,1.672000
1378,688499,500,1502,2044,1344,1897,1.225000,1.668000
1379,688999,500,1500,2036,1343,1884,1.220000,1.661000
1380,689499,500,1519,2040,1361,1889,1.238000,1.662000
1381,689999,500,1561,2032,1403,1879,1.275000,1.656000
1382,690499,500,1616,2036,1461,1885,1.316000,1.661000
1383,690999,500,1686,2040,1525,1890,1.370000,1.663000
1384,691499,500,1764,2044,1610,1895,1.439000,1.667000
1385,691999,500,1854,2032,1697,1878,1.509000,1.656000
1386,692499,500,1952,2044,1792,1893,1.585000,1.668000
1387,692999,500,2051,2036,1899,1883,1.667000,1.660000
1388,693499,500,2149,2040,1986,1887,1.743000,1.665000
1389,693999,500,2252,2044,2093,1893,1.830000,1.667000
1390,694499,500,2345,2040,2186,1887,1.902000,1.664000
1391,694999,500,2427,2036,2265,1885,1.965000,1.662000
1392,695499,500,2483,2036,2321,1885,2.011000,1.661000
1393,695999,500,2527,2048,2365,1899,2.048000,1.671000
1394,696499,500,2558,2040,2397,1887,2.071000,1.664000
1395,696999,500,2580,2040,2419,1888,2.088000,1.664000
1396,697499,500,2578,2032,2416,1881,2.090000,1.657000
1397,697999,500,2557,2040,2393,1889,2.071000,1.665000
1398,698499,500,2515,2048,2352,1898,2.037000,1.671000
1399,698999,500,2463,2028,2303,1874,1.997000,1.653000
1400,699499,500,2397,2028,2237,1875,1.944000,1.652000
1401,699999,500,2317,2028,2153,1877,1.881000,1.653000
1402,700499,500,2231,2036,2074,1885,1.810000,1.659000
1403,700999,500,2138,2044,1981,1893,1.736000,1.667000
1404,701499,500,2044,2028,1884,1875,1.661000,1.654000
1405,701999,500,1950,2036,1792,1885,1.585000,1.661000
1406,702499,500,1851,2040,1694,1889,1.508000,1.664000
1407,702999,500,1763,2040,1609,1889,1.438000,1.665000
1408,703499,500,1691,2036,1532,1885,1.379000,1.661000
1409,703999,500,1640,2040,1482,1889,1.336000,1.664000
1410,704499,500,1601,2040,1443,1888,1.303000,1.665000
1411,704999,500,1570,2044,1413,1894,1.281000,1.665000
1412,705499,500,1553,2044,1397,1893,1.265000,1.669000
1413,705999,500,1557,2044,1399,1891,1.269000,1.668000
1414,706499,500,1584,2040,1425,1890,1.293000,1.664000
1415,706999,500,1626,2051,1469,1901,1.325000,1.674000
1416,707499,500,1679,2032,1522,1878,1.367000,1.658000
1417,707999,500,1743,2036,1588,1885,1.417000,1.659000
1418,708499,500,1820,2048,1664,1899,1.483000,1.671000
1419,708999,500,1901,2032,1744,1880,1.547000,1.657000
1420,709499,500,1988,2032,1829,1878,1.616000,1.657000
1421,709999,500,2073,2040,1915,1889,1.682000,1.662000
1422,710499,500,2165,2040,2012,1889,1.755000,1.663000
1423,710999,500,2254,2048,2097,1898,1.831000,1.670000
1424,711499,500,2331,2032,2171,1879,1.891000,1.656000
1425,711999,500,2390,2036,2229,1886,1.939000,1.661000
1426,712499,500,2432,2032,2273,1881,1.970000,1.656000
1427,712999,500,2463,2048,2304,1899,1.997000,1.671000
1428,713499,500,2490,2040,2331,1890,2.017000,1.662000
1429,713999,500,2495,2040,2335,1889,2.020000,1.665000
