sample_number,timestamp_ticks,dt_us,flags,dac0_code,dac1_code,dac2_code,dac3_code,dac0_src_channel,dac0_src_name,dac0_unit,dac0_real_value,dac0_fullscale,dac1_src_channel,dac1_src_name,dac1_unit,dac1_real_value,dac1_fullscale,dac2_src_channel,dac2_src_name,dac2_unit,dac2_real_value,dac2_fullscale,dac3_src_channel,dac3_src_name,dac3_unit,dac3_real_value,dac3_fullscale
1549,773998,500,0,1616,2046,2048,2048,1,VCY,kV,-39.753966,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1550,774498,500,0,1694,2046,2048,2048,1,VCY,kV,-32.609244000000004,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1551,774998,500,0,1783,2044,2048,2048,1,VCY,kV,-24.4264,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1552,775498,500,0,1880,2044,2048,2048,1,VCY,kV,-15.510764,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1553,775998,500,0,1979,2048,2048,2048,1,VCY,kV,-6.381397000000001,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1554,776498,500,0,2080,2040,2048,2048,1,VCY,kV,2.961701,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1555,776998,500,0,2182,2046,2048,2048,1,VCY,kV,12.335332000000001,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1556,777498,500,0,2288,2044,2048,2048,1,VCY,kV,22.075359000000002,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1557,777998,500,0,2381,2042,2048,2048,1,VCY,kV,30.655132000000002,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1558,778498,500,0,2457,2042,2048,2048,1,VCY,kV,37.647189000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1559,778998,500,0,2511,2046,2048,2048,1,VCY,kV,42.624068,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1560,779498,500,0,2551,2044,2048,2048,1,VCY,kV,46.318561,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1561,779998,500,0,2582,2046,2048,2048,1,VCY,kV,49.188663,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1562,780498,500,0,2594,2044,2048,2048,1,VCY,kV,50.318384,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1563,780998,500,0,2584,2046,2048,2048,1,VCY,kV,49.341328000000004,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1564,781498,500,0,2548,2048,2048,2048,1,VCY,kV,46.043764,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1565,781998,500,0,2495,2048,2048,2048,1,VCY,kV,41.189017,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1566,782498,500,0,2431,2044,2048,2048,1,VCY,kV,35.265615000000004,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1567,782998,500,0,2353,2036,2048,2048,1,VCY,kV,28.09036,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1568,783498,500,0,2263,2042,2048,2048,1,VCY,kV,19.815917000000002,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1569,783998,500,0,2168,2042,2048,2048,1,VCY,kV,11.083479,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1570,784498,500,0,2072,2040,2048,2048,1,VCY,kV,2.167843,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1571,784998,500,0,1975,2044,2048,2048,1,VCY,kV,-6.686727,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1572,785498,500,0,1874,2048,2048,2048,1,VCY,kV,-15.999292,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1573,785998,500,0,1776,2042,2048,2048,1,VCY,kV,-25.067593000000002,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1574,786498,500,0,1691,2042,2048,2048,1,VCY,kV,-32.884041,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1575,786998,500,0,1626,2048,2048,2048,1,VCY,kV,-38.837976000000005,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1576,787498,500,0,1580,2044,2048,2048,1,VCY,kV,-43.112596,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1577,787998,500,0,1547,2044,2048,2048,1,VCY,kV,-46.165896000000004,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1578,788498,500,0,1521,2038,2048,2048,1,VCY,kV,-48.547470000000004,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1579,788998,500,0,1519,2048,2048,2048,1,VCY,kV,-48.730668,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1580,789498,500,0,1538,2044,2048,2048,1,VCY,kV,-46.990287,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1581,789998,500,0,1583,2042,2048,2048,1,VCY,kV,-42.807266,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1582,790498,500,0,1639,2044,2048,2048,1,VCY,kV,-37.677722,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1583,790998,500,0,1709,2050,2048,2048,1,VCY,kV,-31.204726,188.571808,2,ICW,A,1.526642,1604.500742,,,,,,,,,,
1584,791498,500,0,1790,2048,2048,2048,1,VCY,kV,-23.754674,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1585,791998,500,0,1882,2042,2048,2048,1,VCY,kV,-15.2665,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1586,792498,500,0,1975,2048,2048,2048,1,VCY,kV,-6.686727,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1587,792998,500,0,2072,2042,2048,2048,1,VCY,kV,2.198376,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1588,793498,500,0,2166,2048,2048,2048,1,VCY,kV,10.900281,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1589,793998,500,0,2267,2044,2048,2048,1,VCY,kV,20.151780000000002,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1590,794498,500,0,2358,2042,2048,2048,1,VCY,kV,28.578888000000003,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1591,794998,500,0,2437,2044,2048,2048,1,VCY,kV,35.815209,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1592,795498,500,0,2491,2048,2048,2048,1,VCY,kV,40.792088,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1593,795998,500,0,2531,2044,2048,2048,1,VCY,kV,44.456048,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1594,796498,500,0,2559,2044,2048,2048,1,VCY,kV,47.081886000000004,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1595,796998,500,0,2576,2046,2048,2048,1,VCY,kV,48.639069,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1596,797498,500,0,2568,2046,2048,2048,1,VCY,kV,47.875744000000005,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1597,797998,500,0,2539,2050,2048,2048,1,VCY,kV,45.219373000000004,188.571808,2,ICW,A,1.526642,1604.500742,,,,,,,,,,
1598,798498,500,0,2487,2046,2048,2048,1,VCY,kV,40.425692,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1599,798998,500,0,2427,2040,2048,2048,1,VCY,kV,34.868686000000004,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1600,799498,500,0,2350,2044,2048,2048,1,VCY,kV,27.785030000000003,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1601,799998,500,0,2264,2042,2048,2048,1,VCY,kV,19.84645,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1602,800498,500,0,2170,2044,2048,2048,1,VCY,kV,11.266677,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1603,800998,500,0,2076,2044,2048,2048,1,VCY,kV,2.564772,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1604,801498,500,0,1979,2044,2048,2048,1,VCY,kV,-6.320331,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1605,801998,500,0,1882,2046,2048,2048,1,VCY,kV,-15.2665,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1606,802498,500,0,1783,2042,2048,2048,1,VCY,kV,-24.365334,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1607,802998,500,0,1696,2048,2048,2048,1,VCY,kV,-32.426046,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1608,803498,500,0,1624,2046,2048,2048,1,VCY,kV,-39.021174,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1609,803998,500,0,1578,2048,2048,2048,1,VCY,kV,-43.295794,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1610,804498,500,0,1542,2042,2048,2048,1,VCY,kV,-46.562825000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1611,804998,500,0,1518,2044,2048,2048,1,VCY,kV,-48.822267000000004,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1612,805498,500,0,1509,2046,2048,2048,1,VCY,kV,-49.616125000000004,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1613,805998,500,0,1523,2050,2048,2048,1,VCY,kV,-48.333739,188.571808,2,ICW,A,1.526642,1604.500742,,,,,,,,,,
1614,806498,500,0,1564,2044,2048,2048,1,VCY,kV,-44.547647000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1615,806998,500,0,1620,2048,2048,2048,1,VCY,kV,-39.448636,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1616,807498,500,0,1687,2044,2048,2048,1,VCY,kV,-33.219904,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1617,807998,500,0,1766,2042,2048,2048,1,VCY,kV,-25.95305,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1618,808498,500,0,1858,2040,2048,2048,1,VCY,kV,-17.525942,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1619,808998,500,0,1952,2044,2048,2048,1,VCY,kV,-8.885103,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1620,809498,500,0,2049,2044,2048,2048,1,VCY,kV,0.061066,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1621,809998,500,0,2144,2048,2048,2048,1,VCY,kV,8.824037,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1622,810498,500,0,2245,2046,2048,2048,1,VCY,kV,18.136602,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1623,810998,500,0,2342,2044,2048,2048,1,VCY,kV,27.052238000000003,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1624,811498,500,0,2426,2046,2048,2048,1,VCY,kV,34.838153,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1625,811998,500,0,2488,2038,2048,2048,1,VCY,kV,40.517291,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1626,812498,500,0,2532,2040,2048,2048,1,VCY,kV,44.608713,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1627,812998,500,0,2564,2040,2048,2048,1,VCY,kV,47.539881,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1628,813498,500,0,2587,2046,2048,2048,1,VCY,kV,49.616125000000004,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1629,813998,500,0,2587,2042,2048,2048,1,VCY,kV,49.585592,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1630,814498,500,0,2566,2046,2048,2048,1,VCY,kV,47.723079,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1631,814998,500,0,2519,2046,2048,2048,1,VCY,kV,43.387393,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1632,815498,500,0,2462,2044,2048,2048,1,VCY,kV,38.074651,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1633,815998,500,0,2390,2046,2048,2048,1,VCY,kV,31.479523,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1634,816498,500,0,2308,2048,2048,2048,1,VCY,kV,23.907339,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1635,816998,500,0,2214,2044,2048,2048,1,VCY,kV,15.2665,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1636,817498,500,0,2120,2042,2048,2048,1,VCY,kV,6.625661,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1637,817998,500,0,2023,2056,2048,2048,1,VCY,kV,-2.3205080000000002,188.571808,2,ICW,A,6.106568,1604.500742,,,,,,,,,,
1638,818498,500,0,1928,2046,2048,2048,1,VCY,kV,-11.022413,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1639,818998,500,0,1826,2048,2048,2048,1,VCY,kV,-20.396044,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1640,819498,500,0,1734,2046,2048,2048,1,VCY,kV,-28.914751000000003,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1641,819998,500,0,1655,2050,2048,2048,1,VCY,kV,-36.212138,188.571808,2,ICW,A,1.526642,1604.500742,,,,,,,,,,
1642,820498,500,0,1600,2046,2048,2048,1,VCY,kV,-41.21955,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1643,820998,500,0,1560,2048,2048,2048,1,VCY,kV,-44.975109,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1644,821498,500,0,1532,2046,2048,2048,1,VCY,kV,-47.509348,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1645,821998,500,0,1513,2046,2048,2048,1,VCY,kV,-49.249729,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1646,822498,500,0,1519,2048,2048,2048,1,VCY,kV,-48.669602000000005,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1647,822998,500,0,1547,2042,2048,2048,1,VCY,kV,-46.10483,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1648,823498,500,0,1599,2044,2048,2048,1,VCY,kV,-41.311149,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1649,823998,500,0,1658,2042,2048,2048,1,VCY,kV,-35.906808,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1650,824498,500,0,1734,2044,2048,2048,1,VCY,kV,-28.884218,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1651,824998,500,0,1819,2044,2048,2048,1,VCY,kV,-21.098303,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1652,825498,500,0,1910,2046,2048,2048,1,VCY,kV,-12.732261000000001,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1653,825998,500,0,2004,2044,2048,2048,1,VCY,kV,-4.091422000000001,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1654,826498,500,0,2098,2046,2048,2048,1,VCY,kV,4.610483,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1655,826998,500,0,2194,2042,2048,2048,1,VCY,kV,13.403987,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1656,827498,500,0,2292,2046,2048,2048,1,VCY,kV,22.472288000000002,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1657,827998,500,0,2379,2044,2048,2048,1,VCY,kV,30.502467000000003,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1658,828498,500,0,2448,2040,2048,2048,1,VCY,kV,36.792265,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1659,828998,500,0,2495,2042,2048,2048,1,VCY,kV,41.158484,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1660,829498,500,0,2530,2044,2048,2048,1,VCY,kV,44.394982,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1661,829998,500,0,2556,2044,2048,2048,1,VCY,kV,46.807089000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1662,830498,500,0,2565,2044,2048,2048,1,VCY,kV,47.600947000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1663,830998,500,0,2552,2042,2048,2048,1,VCY,kV,46.410160000000005,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1664,831498,500,0,2515,2048,2048,2048,1,VCY,kV,42.990464,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1665,831998,500,0,2461,2042,2048,2048,1,VCY,kV,38.044118000000005,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1666,832498,500,0,2397,2048,2048,2048,1,VCY,kV,32.090183,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1667,832998,500,0,2319,2048,2048,2048,1,VCY,kV,24.975994,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1668,833498,500,0,2232,2050,2048,2048,1,VCY,kV,16.915282,188.571808,2,ICW,A,1.526642,1604.500742,,,,,,,,,,
1669,833998,500,0,2141,2048,2048,2048,1,VCY,kV,8.549240000000001,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1670,834498,500,0,2049,2046,2048,2048,1,VCY,kV,0.061066,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1671,834998,500,0,1956,2042,2048,2048,1,VCY,kV,-8.427108,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1672,835498,500,0,1861,2048,2048,2048,1,VCY,kV,-17.251145,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1673,835998,500,0,1768,2044,2048,2048,1,VCY,kV,-25.769852,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1674,836498,500,0,1690,2040,2048,2048,1,VCY,kV,-32.97564,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1675,836998,500,0,1632,2044,2048,2048,1,VCY,kV,-38.349448,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1676,837498,500,0,1591,2044,2048,2048,1,VCY,kV,-42.074474,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1677,837998,500,0,1564,2038,2048,2048,1,VCY,kV,-44.57818,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1678,838498,500,0,1544,2046,2048,2048,1,VCY,kV,-46.379627,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1679,838998,500,0,1547,2040,2048,2048,1,VCY,kV,-46.165896000000004,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1680,839498,500,0,1569,2042,2048,2048,1,VCY,kV,-44.120185,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1681,839998,500,0,1617,2046,2048,2048,1,VCY,kV,-39.723433,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1682,840498,500,0,1675,2050,2048,2048,1,VCY,kV,-34.380158,188.571808,2,ICW,A,1.526642,1604.500742,,,,,,,,,,
1683,840998,500,0,1747,2038,2048,2048,1,VCY,kV,-27.754497,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1684,841498,500,0,1827,2042,2048,2048,1,VCY,kV,-20.334978,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1685,841998,500,0,1918,2048,2048,2048,1,VCY,kV,-11.968936000000001,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1686,842498,500,0,2009,2046,2048,2048,1,VCY,kV,-3.5723610000000003,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1687,842998,500,0,2101,2046,2048,2048,1,VCY,kV,4.915813,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1688,843498,500,0,2192,2048,2048,2048,1,VCY,kV,13.220789,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1689,843998,500,0,2288,2046,2048,2048,1,VCY,kV,22.136425,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1690,844498,500,0,2375,2048,2048,2048,1,VCY,kV,30.105538000000003,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1691,844998,500,0,2448,2044,2048,2048,1,VCY,kV,36.792265,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1692,845498,500,0,2495,2046,2048,2048,1,VCY,kV,41.127951,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1693,845998,500,0,2528,2048,2048,2048,1,VCY,kV,44.181251,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1694,846498,500,0,2549,2046,2048,2048,1,VCY,kV,46.165896000000004,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1695,846998,500,0,2561,2044,2048,2048,1,VCY,kV,47.204018000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1696,847498,500,0,2546,2048,2048,2048,1,VCY,kV,45.891099000000004,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1697,847998,500,0,2511,2040,2048,2048,1,VCY,kV,42.624068,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1698,848498,500,0,2454,2048,2048,2048,1,VCY,kV,37.372392,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1699,848998,500,0,2389,2044,2048,2048,1,VCY,kV,31.418457,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1700,849498,500,0,2311,2040,2048,2048,1,VCY,kV,24.182136,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1701,849998,500,0,2222,2048,2048,2048,1,VCY,kV,16.060358,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1702,850498,500,0,2128,2046,2048,2048,1,VCY,kV,7.327920000000001,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1703,850998,500,0,2033,2040,2048,2048,1,VCY,kV,-1.343452,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1704,851498,500,0,1939,2040,2048,2048,1,VCY,kV,-10.075890000000001,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1705,851998,500,0,1847,2044,2048,2048,1,VCY,kV,-18.533531,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1706,852498,500,0,1749,2044,2048,2048,1,VCY,kV,-27.510233,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1707,852998,500,0,1666,2040,2048,2048,1,VCY,kV,-35.204549,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1708,853498,500,0,1602,2044,2048,2048,1,VCY,kV,-41.097418000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1709,853998,500,0,1561,2046,2048,2048,1,VCY,kV,-44.88351,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1710,854498,500,0,1533,2046,2048,2048,1,VCY,kV,-47.417749,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1711,854998,500,0,1515,2046,2048,2048,1,VCY,kV,-49.097064,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1712,855498,500,0,1513,2048,2048,2048,1,VCY,kV,-49.219196000000004,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1713,855998,500,0,1537,2044,2048,2048,1,VCY,kV,-47.02082,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1714,856498,500,0,1584,2044,2048,2048,1,VCY,kV,-42.685134000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1715,856998,500,0,1648,2044,2048,2048,1,VCY,kV,-36.853331000000004,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1716,857498,500,0,1722,2046,2048,2048,1,VCY,kV,-29.983406000000002,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1717,857998,500,0,1808,2036,2048,2048,1,VCY,kV,-22.136425,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1718,858498,500,0,1903,2044,2048,2048,1,VCY,kV,-13.312388,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1719,858998,500,0,2002,2042,2048,2048,1,VCY,kV,-4.244087,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1720,859498,500,0,2102,2046,2048,2048,1,VCY,kV,5.007412,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1721,859998,500,0,2199,2046,2048,2048,1,VCY,kV,13.861982000000001,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1722,860498,500,0,2300,2042,2048,2048,1,VCY,kV,23.235613,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1723,860998,500,0,2396,2046,2048,2048,1,VCY,kV,32.05965,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1724,861498,500,0,2478,2044,2048,2048,1,VCY,kV,39.631834000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1725,861998,500,0,2537,2040,2048,2048,1,VCY,kV,45.005642,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1726,862498,500,0,2575,2042,2048,2048,1,VCY,kV,48.547470000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1727,862998,500,0,2602,2042,2048,2048,1,VCY,kV,50.99011,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1728,863498,500,0,2618,2040,2048,2048,1,VCY,kV,52.486227,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1729,863998,500,0,2609,2036,2048,2048,1,VCY,kV,51.661836,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1730,864498,500,0,2579,2040,2048,2048,1,VCY,kV,48.8528,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1731,864998,500,0,2523,2048,2048,2048,1,VCY,kV,43.692723,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1732,865498,500,0,2456,2042,2048,2048,1,VCY,kV,37.525057000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1733,865998,500,0,2374,2042,2048,2048,1,VCY,kV,30.044472000000003,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1734,866498,500,0,2284,2042,2048,2048,1,VCY,kV,21.708963,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1735,866998,500,0,2181,2046,2048,2048,1,VCY,kV,12.274266,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1736,867498,500,0,2080,2040,2048,2048,1,VCY,kV,2.9006350000000003,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1737,867998,500,0,1975,2042,2048,2048,1,VCY,kV,-6.686727,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1738,868498,500,0,1875,2048,2048,2048,1,VCY,kV,-15.907693,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1739,868998,500,0,1768,2044,2048,2048,1,VCY,kV,-25.739319000000002,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
