dev_t_s,dev_t_us,seq,adc_34,adc_35,v_inst,i_inst,v1_mag,i1_mag,v1_angle_deg,i1_angle_deg,vi_angle_deg,fourier_valid,f_est_hz,norm_ready,norm_gain_v,norm_gain_i,oc_51_pickup,oc_50_pickup,oc_51_timer_s,oc_51_active,oc_50_trip,oc_51_trip,oc_trip,dist_line_z_ohm,dist_z1_ohm,dist_z2_ohm,dist_line_angle_deg,dist_z_mag_ohm,dist_z_angle_deg,dist_r_ohm,dist_x_ohm,dist_fault_pct,dist_z2_timer_s,dist_z1_trip,dist_z2_trip,dist_trip,dir67_direction,dir67_angle_deg,dir67_window_deg,dir67_power_w,dir67_prefault_power_w,dir67_power_min_w,dir67_permit,dir67_block_active,uv_pickup,ov_pickup,uv_timer_s,ov_timer_s,uv_trip,ov_trip,voltage_trip_code,cycle_id,cycle_update,quality_flags
30.602003098,30602005,7119,2276,2418,3291.423095703,-57.467964172,216620.546875000,51.167686462,-39.208115,-21.178116,18.029999,1,60.827251,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,311,1,0
30.619127274,30619129,7143,2319,2431,43771.507812500,67.669952393,211789.046875000,46.562747955,-38.933105,-20.210129,18.722977,1,58.397572,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,312,1,0
30.635576248,30635575,7166,2290,2425,16496.273437500,11.063812256,211538.546875000,48.995616913,-34.989716,-23.175354,11.814362,1,60.805058,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,313,1,0
30.652708054,30652707,7190,2410,2426,129492.742187500,21.402847290,208962.500000000,47.665382385,-35.048828,-25.283188,9.765640,1,58.370300,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,314,1,0
30.669147491,30669149,7213,2319,2432,43818.609375000,79.526359558,211654.843750000,41.551975250,-29.938080,-16.491379,13.446701,1,60.819851,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,315,1,0
30.685579300,30685579,7236,2292,2427,18411.566406250,32.517520905,211068.781250000,54.752208710,-35.482483,-27.158508,8.323975,1,60.864273,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,316,1,0
30.702014923,30702014,7259,2278,2413,5205.462402344,-100.335823059,216788.609375000,43.973701477,-39.661743,-24.044434,15.617310,1,60.845757,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,317,1,0
30.719144821,30719143,7283,2310,2430,35317.824218750,62.729312897,209929.609375000,35.452274323,-40.030975,-22.796783,17.234192,1,58.380524,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,318,1,0
30.735576630,30735575,7306,2288,2423,14630.451171875,-3.451525211,214780.937500000,53.184844971,-36.466766,-20.700851,15.765915,1,60.856865,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,319,1,0
30.752702713,30752702,7330,2374,2425,95607.625000000,16.335052490,213734.968750000,51.883434296,-36.851028,-20.548187,16.302841,1,58.387341,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,320,1,0
30.769147873,30769148,7353,2301,2432,26908.453125000,83.934364319,214979.468750000,50.091896057,-32.142303,-11.047455,21.094849,1,60.805058,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,321,1,0
30.785572052,30785573,7376,2282,2420,9026.015625000,-29.950422287,213101.703125000,48.996437073,-37.479675,-18.704742,18.774933,1,60.882801,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,322,1,0
30.802703857,30802703,7400,2364,2425,86219.984375000,18.332782745,213683.781250000,39.057655334,-37.174896,-19.227646,17.947250,1,58.377117,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,323,1,0
30.819152832,30819152,7423,2297,2426,23161.757812500,28.618129730,216792.937500000,39.855518341,-32.470047,-22.274979,10.195068,1,60.793968,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,324,1,0
30.835571289,30835573,7446,2279,2422,6239.057617188,-8.979899406,218832.265625000,44.195175171,-37.506241,-30.757126,6.749115,1,60.897633,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,325,1,0
30.852701187,30852702,7470,2346,2426,69327.101562500,29.848699570,213018.640625000,45.158134460,-38.010605,-10.745941,27.264664,1,58.380524,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,326,1,0
30.869152069,30869153,7493,2298,2429,24173.474609375,59.146396637,215075.781250000,40.174785614,-33.365067,-12.146011,21.219055,1,60.786579,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,327,1,0
30.885581970,30885582,7516,2278,2422,5355.129394531,-7.185614586,215770.296875000,45.323249817,-38.648590,-11.902405,26.746185,1,60.867977,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,328,1,0
30.902723312,30902725,7540,2348,2425,71248.531250000,22.124797821,211043.500000000,41.486942291,-39.184433,-37.122086,2.062347,1,58.332848,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,329,1,0
30.919176102,30919175,7563,2298,2429,24210.820312500,60.974590302,214250.531250000,34.569469452,-33.534882,-1.350586,32.184296,1,60.790272,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,330,1,0
30.935600281,30935599,7586,2276,2412,3517.735351562,-100.686203003,218561.593750000,44.150966644,-38.110901,-25.220917,12.889984,1,60.886509,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,331,1,0
30.952724457,30952725,7610,2336,2426,60015.132812500,33.609630585,212499.593750000,40.266815186,-38.986389,-22.264374,16.722015,1,58.390751,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,332,1,0
30.969171524,30969172,7633,2288,2425,14833.909179688,24.624080658,209688.437500000,43.737113953,-34.012741,-13.910446,20.102295,1,60.801361,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,333,1,0
30.985595703,30985597,7656,2278,2418,5428.987792969,-41.592079163,213913.937500000,45.959186554,-39.778595,-17.289276,22.489319,1,60.882801,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,334,1,0
31.002027512,31002028,7679,2275,2423,2522.323486328,6.856427193,216417.156250000,47.430171967,-43.468842,-25.163620,18.305222,1,60.860569,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,335,1,0
31.019172668,31019171,7703,2285,2428,11886.693359375,55.340251923,219856.500000000,55.432903290,-44.237534,-22.997009,21.240524,1,58.332848,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,336,1,0
31.036312103,31036311,7727,2413,2429,132427.546875000,65.470191956,209623.984375000,52.515933990,-34.424347,-24.434113,9.990234,1,58.343056,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,337,1,0
31.052753448,31052754,7750,2326,2425,50531.894531250,27.814233780,214254.171875000,47.226795197,-29.646454,-18.259201,11.387253,1,60.816154,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,338,1,0
31.069194794,31069194,7773,2290,2425,16645.105468750,28.338392258,212285.812500000,54.240543365,-35.059357,-23.667572,11.391785,1,60.827251,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,339,1,0
31.085628510,31085627,7796,2277,2417,4411.836425781,-47.429859161,216568.125000000,43.505397797,-39.848572,-27.940796,11.907776,1,60.853161,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,340,1,0
31.102767944,31102767,7820,2325,2427,49578.007812500,48.698574066,211485.796875000,42.426258087,-39.876160,-16.234848,23.641312,1,58.343056,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,341,1,0
31.119213104,31119214,7843,2290,2424,16662.384765625,20.481685638,207919.046875000,41.879890442,-35.586334,-32.591660,2.994675,1,60.801361,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,342,1,0
31.136356354,31136356,7867,2399,2429,119297.398437500,68.742286682,210620.984375000,36.664180756,-35.190338,-5.639847,29.550491,1,58.336250,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,343,1,0
31.152807236,31152809,7890,2321,2425,45908.097656250,31.124477386,212811.562500000,46.046241760,-29.982666,-14.739258,15.243408,1,60.779190,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,344,1,0
31.169240952,31169239,7913,2290,2425,16766.761718750,31.627441406,215590.390625000,39.713787079,-35.587555,-24.440079,11.147476,1,60.864273,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,345,1,0
31.186372757,31186372,7937,2395,2431,115635.148437500,89.375144958,211571.562500000,36.409744263,-35.952118,-29.543289,6.408829,1,58.366894,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,346,1,0
31.202810287,31202810,7960,2312,2426,37521.300781250,42.222198486,214332.046875000,54.334171295,-30.798950,-19.721878,11.077072,1,60.834652,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,347,1,0
31.219936371,31219937,7984,2476,2434,191985.875000000,119.116470337,207798.703125000,42.726585388,-31.799988,-18.197281,13.602707,1,58.387341,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,348,1,0
31.235679626,31235680,8006,2275,2419,2756.718261719,-23.496648788,221102.593750000,46.494861603,-30.693100,-8.372665,22.320435,1,63.520294,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,349,1,0
31.252794266,31252794,8030,2306,2425,31934.984375000,34.390922546,217943.937500000,42.022048950,-41.129883,-15.101303,26.028580,1,58.431694,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,350,1,0
31.269237518,31269238,8053,2277,2425,4665.601562500,34.886821747,215924.796875000,40.270954132,-36.227936,-19.920502,16.307434,1,60.812454,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,351,1,0
31.285659790,31285660,8076,2281,2417,8395.713867188,-41.024124146,220190.062500000,44.172973633,-40.475800,-31.650055,8.825745,1,60.893921,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,352,1,0
31.302791595,31302792,8100,2300,2421,26217.113281250,-2.291597843,220452.546875000,39.387710571,-42.462494,-23.692963,18.769531,1,58.370300,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,353,1,0
31.319236755,31319236,8123,2283,2428,10218.475585938,65.115570068,215679.500000000,46.477565765,-37.473282,-29.967926,7.505356,1,60.812454,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,354,1,0
31.336362839,31336362,8147,2355,2431,77989.546875000,94.321434021,210445.015625000,53.252620697,-37.735413,-17.698608,20.036804,1,58.390751,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,355,1,0
31.352811813,31352813,8170,2296,2425,22469.582031250,37.562709808,212096.343750000,58.693889618,-33.053772,-21.812820,11.240952,1,60.786579,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,356,1,0
31.369247437,31369247,8193,2275,2425,2708.780273438,38.143379211,216043.812500000,49.238353729,-37.706757,-24.720245,12.986511,1,60.849457,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,357,1,0
31.386379242,31386381,8217,2347,2433,70488.625000000,115.068733215,214914.703125000,44.647583008,-37.851273,-24.527191,13.324081,1,58.363487,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,358,1,0
31.402832031,31402832,8240,2292,2430,18741.281250000,86.720451355,212537.015625000,49.771617889,-33.307068,-19.032837,14.274231,1,60.786579,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,359,1,0
31.419960022,31419959,8264,2438,2418,156236.890625000,-27.411581039,209761.906250000,49.573371887,-32.923798,-5.966629,26.957169,1,58.387341,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,360,1,0
31.436403275,31436403,8287,2349,2431,72465.234375000,97.325096130,215071.687500000,47.446392059,-28.004135,-13.303604,14.700531,1,60.812454,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,361,1,0
31.452831268,31452832,8310,2294,2428,20694.619140625,68.981056213,213135.437500000,51.699851990,-33.493164,-27.517151,5.976013,1,60.867977,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,362,1,0
31.469963074,31469963,8334,2426,2428,144972.421875000,69.345558167,210626.593750000,51.742332458,-34.104919,-16.306488,17.798431,1,58.373707,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,363,1,0
