sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI,state
6,1950000,500,2673,1579,2451,1427,2.116000,1.289000,0,0,LOOP
7,1950500,500,2796,1513,2559,1371,2.204000,1.238000,0,0,LOOP
8,1951000,500,2893,1456,2675,1296,2.287000,1.182000,0,0,LOOP
9,1951500,500,2961,1419,2731,1264,2.342000,1.160000,0,0,LOOP
10,1952000,500,3003,1411,2779,1257,2.374000,1.152000,0,0,LOOP
11,1952500,500,3007,1420,2783,1264,2.373000,1.173000,0,0,LOOP
12,1953000,500,2979,1465,2749,1313,2.357000,1.197000,0,0,LOOP
13,1953500,500,2913,1528,2687,1375,2.308000,1.248000,0,0,LOOP
14,1954000,500,2815,1595,2594,1440,2.230000,1.302000,0,0,LOOP
15,1954500,500,2690,1685,2480,1532,2.129000,1.367000,0,0,LOOP
16,1955000,500,2544,1781,2346,1647,2.029000,1.446000,0,0,LOOP
17,1955500,500,2385,1905,2191,1744,1.902000,1.542000,0,0,LOOP
18,1956000,500,2218,2026,2029,1869,1.779000,1.650000,0,0,LOOP
19,1956500,500,2039,2144,1859,1993,1.638000,1.744000,0,0,LOOP
20,1957000,500,1858,2266,1683,2105,1.496000,1.849000,0,0,LOOP
21,1957500,500,1679,2367,1519,2214,1.367000,1.920000,0,0,LOOP
22,1958000,500,1518,2466,1360,2310,1.238000,2.002000,0,0,LOOP
23,1958500,500,1377,2541,1227,2387,1.134000,2.063000,0,0,LOOP
24,1959000,500,1265,2603,1126,2448,1.039000,2.118000,0,0,LOOP
25,1959500,500,1176,2653,1040,2502,0.988000,2.152000,0,0,LOOP
26,1960000,500,1115,2685,974,2527,0.928000,2.181000,0,0,LOOP
27,1960500,500,1087,2684,944,2531,0.908000,2.176000,0,0,LOOP
28,1961000,500,1094,2662,951,2499,0.910000,2.148000,0,0,LOOP
29,1961500,500,1133,2605,987,2446,0.943000,2.121000,0,0,LOOP
30,1962000,500,1211,2548,1064,2397,1.005000,2.068000,0,0,LOOP
31,1962500,500,1319,2475,1167,2319,1.083000,2.013000,0,0,LOOP
32,1963000,500,1451,2385,1296,2218,1.186000,1.960000,0,0,LOOP
0,1963500,500,1655,2233,1489,2080,1.339000,1.815000,0,0,LOOP
1,1964000,500,1822,2115,1658,1961,1.470000,1.724000,0,0,LOOP
2,1964500,500,1996,1994,1812,1843,1.603000,1.624000,0,0,LOOP
3,1965000,500,2177,1872,1985,1727,1.742000,1.537000,0,0,LOOP
4,1965500,500,2358,1760,2153,1614,1.880000,1.436000,0,0,LOOP
5,1966000,500,2525,1660,2314,1510,2.002000,1.357000,0,0,LOOP
6,1966500,500,2673,1579,2451,1423,2.114000,1.289000,0,0,LOOP
7,1967000,500,2796,1513,2559,1361,2.204000,1.238000,0,0,LOOP
8,1967500,500,2893,1456,2658,1311,2.292000,1.206000,0,0,LOOP
9,1968000,500,2961,1419,2731,1264,2.344000,1.160000,0,0,LOOP
10,1968500,500,3003,1411,2768,1254,2.374000,1.151000,0,0,LOOP
11,1969000,500,3007,1420,2770,1265,2.374000,1.166000,0,0,LOOP
12,1969500,500,2979,1465,2743,1322,2.357000,1.201000,0,0,LOOP
13,1970000,500,2913,1528,2687,1360,2.309000,1.248000,0,0,LOOP
14,1970500,500,2815,1595,2596,1441,2.229000,1.305000,0,0,LOOP
15,1971000,500,2690,1685,2473,1523,2.136000,1.369000,0,0,LOOP
16,1971500,500,2544,1781,2339,1634,2.025000,1.470000,0,0,LOOP
17,1972000,500,2385,1905,2189,1751,1.899000,1.547000,0,0,LOOP
18,1972500,500,2218,2026,2025,1872,1.776000,1.649000,0,0,LOOP
19,1973000,500,2039,2144,1858,1981,1.637000,1.744000,0,0,LOOP
20,1973500,500,1858,2266,1687,2122,1.503000,1.856000,0,0,LOOP
21,1974000,500,1679,2367,1520,2215,1.362000,1.933000,0,0,LOOP
22,1974500,500,1518,2466,1360,2313,1.237000,2.005000,0,0,LOOP
23,1975000,500,1377,2541,1230,2383,1.130000,2.063000,0,0,LOOP
24,1975500,500,1265,2603,1125,2432,1.042000,2.104000,0,0,LOOP
25,1976000,500,1176,2653,1015,2499,0.980000,2.140000,0,0,LOOP
26,1976500,500,1115,2685,976,2529,0.928000,2.179000,0,0,LOOP
27,1977000,500,1087,2684,946,2530,0.904000,2.179000,0,0,LOOP
28,1977500,500,1094,2662,950,2503,0.908000,2.159000,0,0,LOOP
29,1978000,500,1133,2605,983,2448,0.933000,2.105000,0,0,LOOP
30,1978500,500,1211,2548,1063,2399,1.006000,2.070000,0,0,LOOP
31,1979000,500,1319,2475,1168,2319,1.083000,2.011000,0,0,LOOP
32,1979500,500,1451,2385,1305,2240,1.181000,1.943000,0,0,LOOP
0,1980000,500,1655,2233,1491,2093,1.341000,1.816000,0,0,LOOP
1,1980500,500,1822,2115,1657,1954,1.470000,1.719000,0,0,LOOP
2,1981000,500,1996,1994,1814,1840,1.599000,1.624000,0,0,LOOP
3,1981500,500,2177,1872,1988,1717,1.746000,1.525000,0,0,LOOP
4,1982000,500,2358,1760,2158,1607,1.889000,1.443000,0,0,LOOP
5,1982500,500,2525,1660,2317,1504,2.010000,1.352000,0,0,LOOP
6,1983000,500,2673,1579,2454,1426,2.115000,1.294000,0,0,LOOP
7,1983500,500,2796,1513,2559,1348,2.204000,1.234000,0,0,LOOP
8,1984000,500,2893,1456,2667,1298,2.287000,1.181000,0,0,LOOP
9,1984500,500,2961,1419,2731,1264,2.344000,1.160000,0,0,LOOP
10,1985000,500,3003,1411,2768,1262,2.373000,1.157000,0,0,LOOP
11,1985500,500,3007,1420,2774,1257,2.378000,1.162000,0,0,LOOP
12,1986000,500,2979,1465,2754,1319,2.355000,1.195000,0,0,LOOP
13,1986500,500,2913,1528,2695,1360,2.311000,1.260000,0,0,LOOP
14,1987000,500,2815,1595,2599,1437,2.243000,1.301000,0,0,LOOP
15,1987500,500,2690,1685,2471,1529,2.135000,1.369000,0,0,LOOP
16,1988000,500,2544,1781,2333,1619,2.022000,1.462000,0,0,LOOP
17,1988500,500,2385,1905,2187,1751,1.906000,1.552000,0,0,LOOP
18,1989000,500,2218,2026,2023,1872,1.770000,1.650000,0,0,LOOP
19,1989500,500,2039,2144,1855,1991,1.640000,1.740000,0,0,LOOP
20,1990000,500,1858,2266,1692,2103,1.499000,1.859000,0,0,LOOP
21,1990500,500,1679,2367,1519,2236,1.357000,1.929000,0,0,LOOP
22,1991000,500,1518,2466,1361,2311,1.238000,2.002000,0,0,LOOP
23,1991500,500,1377,2541,1230,2390,1.132000,2.063000,0,0,LOOP
24,1992000,500,1265,2603,1117,2448,1.045000,2.113000,0,0,LOOP
25,1992500,500,1176,2653,1031,2496,0.976000,2.153000,0,0,LOOP
26,1993000,500,1115,2685,976,2523,0.921000,2.177000,0,0,LOOP
27,1993500,500,1087,2684,944,2523,0.906000,2.183000,0,0,LOOP
28,1994000,500,1094,2662,960,2513,0.907000,2.153000,0,0,LOOP
29,1994500,500,1133,2605,986,2460,0.941000,2.101000,0,0,LOOP
30,1995000,500,1211,2548,1069,2392,1.002000,2.071000,0,0,LOOP
31,1995500,500,1319,2475,1168,2326,1.083000,2.010000,0,0,LOOP
32,1996000,500,1451,2385,1291,2227,1.178000,1.916000,0,0,LOOP
0,1996500,500,1655,2233,1487,2087,1.331000,1.821000,0,0,LOOP
1,1997000,500,1822,2115,1648,1970,1.474000,1.720000,0,0,LOOP
2,1997500,500,1996,1994,1815,1840,1.595000,1.624000,0,0,LOOP
3,1998000,500,2177,1872,1983,1729,1.746000,1.523000,0,0,LOOP
4,1998500,500,2358,1760,2150,1624,1.872000,1.435000,0,0,LOOP
5,1999000,500,2525,1660,2315,1506,2.011000,1.359000,0,0,LOOP
6,1999500,500,2673,1579,2448,1424,2.116000,1.289000,0,0,LOOP
7,2000000,500,2796,1513,2559,1361,2.204000,1.237000,0,0,LOOP
8,2000500,500,2893,1456,2661,1318,2.289000,1.192000,0,0,LOOP
9,2001000,500,2961,1419,2729,1259,2.339000,1.166000,0,0,LOOP
10,2001500,500,3003,1411,2773,1257,2.371000,1.155000,0,0,LOOP
11,2002000,500,3007,1420,2775,1266,2.374000,1.160000,0,0,LOOP
12,2002500,500,2979,1465,2749,1317,2.357000,1.199000,0,0,LOOP
13,2003000,500,2913,1528,2683,1370,2.312000,1.245000,0,0,LOOP
14,2003500,500,2815,1595,2597,1442,2.237000,1.301000,0,0,LOOP
15,2004000,500,2690,1685,2474,1531,2.134000,1.376000,0,0,LOOP
16,2004500,500,2544,1781,2336,1638,2.017000,1.453000,0,0,LOOP
17,2005000,500,2385,1905,2183,1744,1.900000,1.561000,0,0,LOOP
18,2005500,500,2218,2026,2027,1873,1.768000,1.651000,0,0,LOOP
19,2006000,500,2039,2144,1858,1989,1.638000,1.747000,0,0,LOOP
20,2006500,500,1858,2266,1695,2118,1.501000,1.848000,0,0,LOOP
21,2007000,500,1679,2367,1513,2220,1.365000,1.925000,0,0,LOOP
22,2007500,500,1518,2466,1361,2310,1.238000,2.004000,0,0,LOOP
23,2008000,500,1377,2541,1230,2389,1.135000,2.063000,0,0,LOOP
24,2008500,500,1265,2603,1122,2448,1.042000,2.114000,0,0,LOOP
25,2009000,500,1176,2653,1040,2503,0.977000,2.159000,0,0,LOOP
26,2009500,500,1115,2685,976,2526,0.926000,2.180000,0,0,LOOP
27,2010000,500,1087,2684,951,2528,0.902000,2.179000,0,0,LOOP
28,2010500,500,1094,2662,955,2511,0.912000,2.164000,0,0,LOOP
29,2011000,500,1133,2605,985,2457,0.936000,2.132000,0,0,LOOP
30,2011500,500,1211,2548,1072,2386,1.003000,2.068000,0,0,LOOP
31,2012000,500,1319,2475,1170,2320,1.083000,2.013000,0,0,LOOP
32,2012500,500,1451,2385,1299,2224,1.185000,1.934000,0,0,LOOP
0,2013000,500,1655,2233,1488,2061,1.344000,1.822000,0,0,LOOP
1,2013500,500,1822,2115,1653,1965,1.471000,1.724000,0,0,LOOP
2,2014000,500,1996,1994,1819,1840,1.600000,1.625000,0,0,LOOP
3,2014500,500,2177,1872,1984,1723,1.744000,1.532000,0,0,LOOP
4,2015000,500,2358,1760,2158,1619,1.881000,1.442000,0,0,LOOP
5,2015500,500,2525,1660,2309,1498,2.000000,1.358000,0,0,LOOP
6,2016000,500,2673,1579,2455,1424,2.119000,1.292000,0,0,LOOP
7,2016500,500,2796,1513,2559,1360,2.204000,1.238000,0,0,LOOP
8,2017000,500,2893,1456,2669,1327,2.295000,1.200000,0,0,LOOP
9,2017500,500,2961,1419,2731,1259,2.339000,1.160000,0,0,LOOP
10,2018000,500,3003,1411,2768,1261,2.380000,1.152000,0,0,LOOP
11,2018500,500,3007,1420,2782,1266,2.374000,1.163000,0,0,LOOP
12,2019000,500,2979,1465,2753,1308,2.357000,1.197000,0,0,LOOP
13,2019500,500,2913,1528,2688,1382,2.299000,1.251000,0,0,LOOP
14,2020000,500,2815,1595,2592,1443,2.226000,1.301000,0,0,LOOP
15,2020500,500,2690,1685,2472,1528,2.138000,1.375000,0,0,LOOP
16,2021000,500,2544,1781,2333,1630,2.028000,1.454000,0,0,LOOP
17,2021500,500,2385,1905,2191,1754,1.906000,1.548000,0,0,LOOP
18,2022000,500,2218,2026,2031,1872,1.772000,1.650000,0,0,LOOP
19,2022500,500,2039,2144,1860,1990,1.640000,1.746000,0,0,LOOP
20,2023000,500,1858,2266,1694,2118,1.508000,1.843000,0,0,LOOP
21,2023500,500,1679,2367,1515,2210,1.357000,1.930000,0,0,LOOP
22,2024000,500,1518,2466,1360,2312,1.234000,2.005000,0,0,LOOP
23,2024500,500,1377,2541,1231,2385,1.126000,2.063000,0,0,LOOP
24,2025000,500,1265,2603,1127,2452,1.047000,2.114000,0,0,LOOP
25,2025500,500,1176,2653,1040,2495,0.977000,2.166000,0,0,LOOP
26,2026000,500,1115,2685,976,2528,0.929000,2.174000,0,0,LOOP
27,2026500,500,1087,2684,952,2527,0.902000,2.183000,0,0,LOOP
28,2027000,500,1094,2662,955,2506,0.907000,2.160000,0,0,LOOP
29,2027500,500,1133,2605,987,2447,0.936000,2.112000,0,0,LOOP
30,2028000,500,1211,2548,1067,2396,0.998000,2.063000,0,0,LOOP
31,2028500,500,1319,2475,1169,2320,1.083000,2.010000,0,0,LOOP
32,2029000,500,1451,2385,1299,2222,1.185000,1.934000,0,0,LOOP
0,2029500,500,1655,2233,1490,2067,1.337000,1.802000,0,0,LOOP
1,2030000,500,1822,2115,1658,1951,1.472000,1.726000,0,0,LOOP
2,2030500,500,1996,1994,1808,1839,1.603000,1.624000,0,0,LOOP
3,2031000,500,2177,1872,1983,1722,1.736000,1.525000,0,0,LOOP
4,2031500,500,2358,1760,2159,1607,1.873000,1.436000,0,0,LOOP
5,2032000,500,2525,1660,2318,1505,2.007000,1.351000,0,0,LOOP
6,2032500,500,2673,1579,2454,1424,2.114000,1.287000,0,0,LOOP
7,2033000,500,2796,1513,2559,1357,2.204000,1.238000,0,0,LOOP
8,2033500,500,2893,1456,2667,1303,2.291000,1.186000,0,0,LOOP
9,2034000,500,2961,1419,2734,1264,2.343000,1.172000,0,0,LOOP
10,2034500,500,3003,1411,2774,1262,2.375000,1.156000,0,0,LOOP
11,2035000,500,3007,1420,2779,1266,2.377000,1.161000,0,0,LOOP
12,2035500,500,2979,1465,2745,1311,2.357000,1.197000,0,0,LOOP
13,2036000,500,2913,1528,2684,1363,2.304000,1.251000,0,0,LOOP
14,2036500,500,2815,1595,2593,1442,2.228000,1.300000,0,0,LOOP
15,2037000,500,2690,1685,2475,1530,2.129000,1.374000,0,0,LOOP
16,2037500,500,2544,1781,2342,1633,2.022000,1.449000,0,0,LOOP
17,2038000,500,2385,1905,2189,1741,1.906000,1.568000,0,0,LOOP
18,2038500,500,2218,2026,2029,1873,1.775000,1.650000,0,0,LOOP
19,2039000,500,2039,2144,1857,1990,1.641000,1.744000,0,0,LOOP
20,2039500,500,1858,2266,1686,2112,1.504000,1.845000,0,0,LOOP
21,2040000,500,1679,2367,1506,2220,1.367000,1.932000,0,0,LOOP
22,2040500,500,1518,2466,1365,2320,1.238000,1.998000,0,0,LOOP
23,2041000,500,1377,2541,1229,2384,1.129000,2.061000,0,0,LOOP
24,2041500,500,1265,2603,1121,2445,1.043000,2.110000,0,0,LOOP
25,2042000,500,1176,2653,1038,2499,0.977000,2.144000,0,0,LOOP
26,2042500,500,1115,2685,977,2526,0.926000,2.166000,0,0,LOOP
27,2043000,500,1087,2684,944,2531,0.903000,2.178000,0,0,LOOP
28,2043500,500,1094,2662,949,2512,0.916000,2.159000,0,0,LOOP
29,2044000,500,1133,2605,981,2453,0.934000,2.118000,0,0,LOOP
30,2044500,500,1211,2548,1071,2397,1.000000,2.068000,0,0,LOOP
31,2045000,500,1319,2475,1171,2320,1.081000,2.013000,0,0,LOOP
32,2045500,500,1451,2385,1295,2231,1.180000,1.941000,0,0,LOOP
0,2046000,500,1655,2233,1495,2094,1.337000,1.831000,0,0,LOOP
1,2046500,500,1822,2115,1659,1980,1.475000,1.723000,0,0,LOOP
2,2047000,500,1996,1994,1819,1829,1.598000,1.629000,0,0,LOOP
3,2047500,500,2177,1872,1983,1723,1.736000,1.529000,0,0,LOOP
4,2048000,500,2358,1760,2159,1614,1.874000,1.437000,0,0,LOOP
5,2048500,500,2525,1660,2316,1521,2.013000,1.345000,0,0,LOOP
6,2049000,500,2673,1579,2453,1424,2.121000,1.284000,0,0,LOOP
7,2049500,500,2796,1513,2559,1354,2.204000,1.234000,0,0,LOOP
8,2050000,500,2893,1456,2661,1302,2.291000,1.189000,0,0,LOOP
9,2050500,500,2961,1419,2735,1266,2.349000,1.163000,0,0,LOOP
10,2051000,500,3003,1411,2775,1264,2.372000,1.153000,0,0,LOOP
11,2051500,500,3007,1420,2779,1269,2.384000,1.159000,0,0,LOOP
12,2052000,500,2979,1465,2757,1311,2.357000,1.199000,0,0,LOOP
13,2052500,500,2913,1528,2685,1377,2.309000,1.242000,0,0,LOOP
14,2053000,500,2815,1595,2593,1450,2.222000,1.307000,0,0,LOOP
15,2053500,500,2690,1685,2469,1535,2.131000,1.375000,0,0,LOOP
16,2054000,500,2544,1781,2331,1629,2.024000,1.454000,0,0,LOOP
17,2054500,500,2385,1905,2181,1754,1.902000,1.558000,0,0,LOOP
18,2055000,500,2218,2026,2023,1869,1.777000,1.642000,0,0,LOOP
19,2055500,500,2039,2144,1856,1989,1.646000,1.753000,0,0,LOOP
20,2056000,500,1858,2266,1683,2112,1.507000,1.843000,0,0,LOOP
21,2056500,500,1679,2367,1517,2215,1.367000,1.925000,0,0,LOOP
22,2057000,500,1518,2466,1359,2306,1.242000,2.001000,0,0,LOOP
23,2057500,500,1377,2541,1220,2384,1.135000,2.058000,0,0,LOOP
24,2058000,500,1265,2603,1122,2447,1.023000,2.115000,0,0,LOOP
25,2058500,500,1176,2653,1037,2496,0.976000,2.152000,0,0,LOOP
26,2059000,500,1115,2685,975,2525,0.934000,2.179000,0,0,LOOP
27,2059500,500,1087,2684,947,2525,0.904000,2.179000,0,0,LOOP
28,2060000,500,1094,2662,951,2505,0.913000,2.158000,0,0,LOOP
29,2060500,500,1133,2605,988,2448,0.942000,2.115000,0,0,LOOP
30,2061000,500,1211,2548,1072,2386,0.997000,2.068000,0,0,LOOP
31,2061500,500,1319,2475,1165,2315,1.083000,2.013000,0,0,LOOP
32,2062000,500,1451,2385,1297,2230,1.184000,1.939000,0,0,LOOP
0,2062500,500,1655,2233,1490,2082,1.342000,1.818000,0,0,LOOP
1,2063000,500,1822,2115,1650,1982,1.470000,1.719000,0,0,LOOP
2,2063500,500,1996,1994,1818,1850,1.597000,1.627000,0,0,LOOP
3,2064000,500,2177,1872,1984,1714,1.740000,1.534000,0,0,LOOP
4,2064500,500,2358,1760,2157,1611,1.880000,1.437000,0,0,LOOP
5,2065000,500,2525,1660,2313,1500,2.004000,1.346000,0,0,LOOP
6,2065500,500,2673,1579,2448,1430,2.114000,1.289000,0,0,LOOP
7,2066000,500,2796,1513,2559,1362,2.204000,1.238000,0,0,LOOP
8,2066500,500,2893,1456,2667,1301,2.287000,1.187000,0,0,LOOP
9,2067000,500,2961,1419,2733,1265,2.345000,1.163000,0,0,LOOP
10,2067500,500,3003,1411,2772,1243,2.372000,1.155000,0,0,LOOP
11,2068000,500,3007,1420,2784,1263,2.374000,1.163000,0,0,LOOP
12,2068500,500,2979,1465,2750,1302,2.356000,1.199000,0,0,LOOP
13,2069000,500,2913,1528,2685,1372,2.304000,1.250000,0,0,LOOP
14,2069500,500,2815,1595,2595,1443,2.228000,1.300000,0,0,LOOP
15,2070000,500,2690,1685,2477,1530,2.133000,1.377000,0,0,LOOP
16,2070500,500,2544,1781,2334,1634,2.025000,1.453000,0,0,LOOP
17,2071000,500,2385,1905,2183,1760,1.901000,1.549000,0,0,LOOP
18,2071500,500,2218,2026,2025,1875,1.779000,1.650000,0,0,LOOP
19,2072000,500,2039,2144,1855,1988,1.639000,1.744000,0,0,LOOP
20,2072500,500,1858,2266,1694,2112,1.500000,1.846000,0,0,LOOP
21,2073000,500,1679,2367,1519,2211,1.365000,1.925000,0,0,LOOP
22,2073500,500,1518,2466,1363,2320,1.238000,1.998000,0,0,LOOP
23,2074000,500,1377,2541,1230,2389,1.130000,2.080000,0,0,LOOP
24,2074500,500,1265,2603,1117,2446,1.044000,2.116000,0,0,LOOP
25,2075000,500,1176,2653,1040,2496,0.980000,2.150000,0,0,LOOP
26,2075500,500,1115,2685,967,2524,0.928000,2.167000,0,0,LOOP
27,2076000,500,1087,2684,951,2528,0.904000,2.175000,0,0,LOOP
28,2076500,500,1094,2662,962,2507,0.915000,2.163000,0,0,LOOP
29,2077000,500,1133,2605,989,2449,0.939000,2.114000,0,0,LOOP
30,2077500,500,1211,2548,1069,2395,1.002000,2.068000,0,0,LOOP
31,2078000,500,1319,2475,1174,2320,1.089000,2.018000,0,0,LOOP
32,2078500,500,1451,2385,1295,2240,1.185000,1.938000,0,0,LOOP
0,2079000,500,1655,2233,1488,2082,1.341000,1.819000,0,0,LOOP
1,2079500,500,1822,2115,1649,1962,1.470000,1.729000,0,0,LOOP
2,2080000,500,1996,1994,1804,1841,1.601000,1.632000,0,0,LOOP
3,2080500,500,2177,1872,1981,1723,1.739000,1.526000,0,0,LOOP
4,2081000,500,2358,1760,2153,1614,1.878000,1.435000,0,0,LOOP
5,2081500,500,2525,1660,2320,1503,2.004000,1.352000,0,0,LOOP
6,2082000,500,2673,1579,2461,1437,2.114000,1.265000,0,0,LOOP
7,2082500,500,2796,1513,2559,1351,2.204000,1.242000,0,0,LOOP
8,2083000,500,2893,1456,2666,1296,2.290000,1.191000,0,0,LOOP
9,2083500,500,2961,1419,2733,1264,2.342000,1.156000,0,0,LOOP
10,2084000,500,3003,1411,2766,1254,2.386000,1.158000,0,0,LOOP
11,2084500,500,3007,1420,2766,1269,2.374000,1.166000,0,0,LOOP
12,2085000,500,2979,1465,2743,1310,2.355000,1.199000,0,0,LOOP
13,2085500,500,2913,1528,2689,1379,2.307000,1.249000,0,0,LOOP
14,2086000,500,2815,1595,2599,1456,2.234000,1.309000,0,0,LOOP
15,2086500,500,2690,1685,2478,1531,2.127000,1.379000,0,0,LOOP
16,2087000,500,2544,1781,2338,1632,2.023000,1.453000,0,0,LOOP
17,2087500,500,2385,1905,2190,1755,1.901000,1.551000,0,0,LOOP
18,2088000,500,2218,2026,2027,1872,1.775000,1.661000,0,0,LOOP
19,2088500,500,2039,2144,1851,2000,1.630000,1.748000,0,0,LOOP
20,2089000,500,1858,2266,1690,2109,1.499000,1.843000,0,0,LOOP
21,2089500,500,1679,2367,1513,2211,1.367000,1.922000,0,0,LOOP
22,2090000,500,1518,2466,1369,2307,1.238000,1.999000,0,0,LOOP
23,2090500,500,1377,2541,1225,2375,1.135000,2.074000,0,0,LOOP
24,2091000,500,1265,2603,1123,2445,1.044000,2.114000,0,0,LOOP
25,2091500,500,1176,2653,1037,2505,0.980000,2.153000,0,0,LOOP
26,2092000,500,1115,2685,976,2539,0.924000,2.179000,0,0,LOOP
27,2092500,500,1087,2684,944,2512,0.903000,2.180000,0,0,LOOP
28,2093000,500,1094,2662,951,2499,0.911000,2.160000,0,0,LOOP
29,2093500,500,1133,2605,990,2448,0.937000,2.114000,0,0,LOOP
30,2094000,500,1211,2548,1070,2397,1.006000,2.063000,0,0,LOOP
31,2094500,500,1319,2475,1169,2319,1.088000,2.006000,0,0,LOOP
32,2095000,500,1451,2385,1296,2217,1.189000,1.926000,0,0,LOOP
0,2095500,500,1655,2233,1489,2084,1.341000,1.822000,0,0,LOOP
1,2096000,500,1822,2115,1649,1963,1.470000,1.723000,0,0,LOOP
2,2096500,500,1996,1994,1808,1826,1.599000,1.624000,0,0,LOOP
3,2097000,500,2177,1872,1986,1711,1.737000,1.529000,0,0,LOOP
4,2097500,500,2358,1760,2153,1611,1.880000,1.441000,0,0,LOOP
5,2098000,500,2525,1660,2312,1506,2.010000,1.356000,0,0,LOOP
6,2098500,500,2673,1579,2449,1426,2.113000,1.306000,0,0,LOOP
7,2099000,500,2796,1513,2559,1350,2.204000,1.242000,0,0,LOOP
8,2099500,500,2893,1456,2668,1299,2.292000,1.192000,0,0,LOOP
9,2100000,500,2961,1419,2732,1261,2.346000,1.156000,0,0,LOOP
10,2100500,500,3003,1411,2771,1261,2.364000,1.160000,0,0,LOOP
11,2101000,500,3007,1420,2782,1269,2.378000,1.164000,0,0,LOOP
12,2101500,500,2979,1465,2746,1313,2.352000,1.196000,0,0,LOOP
13,2102000,500,2913,1528,2682,1374,2.308000,1.247000,0,0,LOOP
14,2102500,500,2815,1595,2594,1437,2.234000,1.294000,0,0,LOOP
15,2103000,500,2690,1685,2475,1534,2.137000,1.379000,0,0,LOOP
16,2103500,500,2544,1781,2341,1627,2.022000,1.458000,0,0,LOOP
17,2104000,500,2385,1905,2187,1749,1.902000,1.551000,0,0,LOOP
18,2104500,500,2218,2026,2026,1869,1.773000,1.652000,0,0,LOOP
19,2105000,500,2039,2144,1857,1983,1.636000,1.751000,0,0,LOOP
20,2105500,500,1858,2266,1680,2119,1.497000,1.843000,0,0,LOOP
21,2106000,500,1679,2367,1519,2210,1.363000,1.922000,0,0,LOOP
22,2106500,500,1518,2466,1360,2316,1.238000,1.993000,0,0,LOOP
23,2107000,500,1377,2541,1218,2381,1.126000,2.063000,0,0,LOOP
24,2107500,500,1265,2603,1123,2443,1.048000,2.112000,0,0,LOOP
25,2108000,500,1176,2653,1040,2495,0.977000,2.154000,0,0,LOOP
26,2108500,500,1115,2685,974,2535,0.931000,2.183000,0,0,LOOP
27,2109000,500,1087,2684,945,2522,0.907000,2.184000,0,0,LOOP
28,2109500,500,1094,2662,955,2506,0.905000,2.162000,0,0,LOOP
29,2110000,500,1133,2605,987,2451,0.939000,2.114000,0,0,LOOP
30,2110500,500,1211,2548,1072,2400,1.004000,2.075000,0,0,LOOP
31,2111000,500,1319,2475,1168,2306,1.082000,2.000000,0,0,LOOP
32,2111500,500,1451,2385,1296,2234,1.186000,1.947000,0,0,LOOP
0,2112000,500,1655,2233,1487,2083,1.338000,1.817000,0,0,LOOP
1,2112500,500,1822,2115,1655,1955,1.469000,1.719000,0,0,LOOP
2,2113000,500,1996,1994,1814,1847,1.601000,1.623000,0,0,LOOP
3,2113500,500,2177,1872,1987,1730,1.742000,1.528000,0,0,LOOP
4,2114000,500,2358,1760,2160,1607,1.880000,1.439000,0,0,LOOP
5,2114500,500,2525,1660,2315,1503,2.002000,1.354000,0,0,LOOP
6,2115000,500,2673,1579,2451,1453,2.114000,1.284000,0,0,LOOP
7,2115500,500,2796,1513,2559,1365,2.204000,1.242000,0,0,LOOP
8,2116000,500,2893,1456,2662,1296,2.287000,1.188000,0,0,LOOP
9,2116500,500,2961,1419,2731,1261,2.341000,1.160000,0,0,LOOP
10,2117000,500,3003,1411,2768,1255,2.370000,1.158000,0,0,LOOP
11,2117500,500,3007,1420,2768,1260,2.375000,1.160000,0,0,LOOP
12,2118000,500,2979,1465,2748,1315,2.353000,1.194000,0,0,LOOP
13,2118500,500,2913,1528,2688,1370,2.305000,1.247000,0,0,LOOP
14,2119000,500,2815,1595,2588,1425,2.236000,1.301000,0,0,LOOP
15,2119500,500,2690,1685,2471,1535,2.129000,1.375000,0,0,LOOP
16,2120000,500,2544,1781,2334,1627,2.021000,1.455000,0,0,LOOP
17,2120500,500,2385,1905,2189,1750,1.900000,1.553000,0,0,LOOP
18,2121000,500,2218,2026,2030,1872,1.769000,1.661000,0,0,LOOP
19,2121500,500,2039,2144,1859,1981,1.637000,1.752000,0,0,LOOP
20,2122000,500,1858,2266,1691,2110,1.498000,1.842000,0,0,LOOP
21,2122500,500,1679,2367,1514,2213,1.366000,1.925000,0,0,LOOP
22,2123000,500,1518,2466,1360,2320,1.238000,2.001000,0,0,LOOP
23,2123500,500,1377,2541,1223,2384,1.132000,2.063000,0,0,LOOP
24,2124000,500,1265,2603,1125,2444,1.043000,2.114000,0,0,LOOP
25,2124500,500,1176,2653,1035,2496,0.974000,2.153000,0,0,LOOP
26,2125000,500,1115,2685,974,2533,0.924000,2.180000,0,0,LOOP
27,2125500,500,1087,2684,945,2510,0.907000,2.181000,0,0,LOOP
28,2126000,500,1094,2662,959,2496,0.910000,2.166000,0,0,LOOP
29,2126500,500,1133,2605,987,2450,0.940000,2.114000,0,0,LOOP
30,2127000,500,1211,2548,1069,2399,1.007000,2.071000,0,0,LOOP
31,2127500,500,1319,2475,1168,2319,1.085000,2.011000,0,0,LOOP
32,2128000,500,1451,2385,1296,2226,1.184000,1.934000,0,0,LOOP
0,2128500,500,1655,2233,1488,2081,1.340000,1.819000,0,0,LOOP
